, PRIMARY DESCRIPTION,Date,Counts,Cases - Total
4841,MOTOR VEHICLE THEFT,2020-10-28,31,1704
4842,NARCOTICS,2020-10-28,26,1704
4843,OBSCENITY,2020-10-28,1,1704
4844,OFFENSE INVOLVING CHILDREN,2020-10-28,5,1704
4845,OTHER OFFENSE,2020-10-28,22,1704
4846,PUBLIC PEACE VIOLATION,2020-10-28,1,1704
4847,ROBBERY,2020-10-28,25,1704
4848,SEX OFFENSE,2020-10-28,1,1704
4849,STALKING,2020-10-28,1,1704
4850,THEFT,2020-10-28,101,1704
4851,WEAPONS VIOLATION,2020-10-28,24,1704
4852,ARSON,2020-10-29,6,1843
4853,ASSAULT,2020-10-29,42,1843
4854,BATTERY,2020-10-29,100,1843
4855,BURGLARY,2020-10-29,15,1843
4856,CRIMINAL DAMAGE,2020-10-29,67,1843
4857,CRIMINAL SEXUAL ASSAULT,2020-10-29,5,1843
4858,CRIMINAL TRESPASS,2020-10-29,13,1843
4859,DECEPTIVE PRACTICE,2020-10-29,84,1843
4860,HOMICIDE,2020-10-29,4,1843
4861,INTERFERENCE WITH PUBLIC OFFICER,2020-10-29,3,1843
4862,INTIMIDATION,2020-10-29,1,1843
4863,MOTOR VEHICLE THEFT,2020-10-29,32,1843
4864,NARCOTICS,2020-10-29,20,1843
4865,OFFENSE INVOLVING CHILDREN,2020-10-29,3,1843
4866,OTHER OFFENSE,2020-10-29,39,1843
4867,PUBLIC INDECENCY,2020-10-29,1,1843
4868,PUBLIC PEACE VIOLATION,2020-10-29,2,1843
4869,ROBBERY,2020-10-29,30,1843
4870,SEX OFFENSE,2020-10-29,3,1843
4871,STALKING,2020-10-29,1,1843
4872,THEFT,2020-10-29,85,1843
4873,WEAPONS VIOLATION,2020-10-29,23,1843
4874,ARSON,2020-10-30,2,1836
4875,ASSAULT,2020-10-30,45,1836
4876,BATTERY,2020-10-30,112,1836
4877,BURGLARY,2020-10-30,26,1836
4878,CRIMINAL DAMAGE,2020-10-30,62,1836
4879,CRIMINAL SEXUAL ASSAULT,2020-10-30,2,1836
4880,CRIMINAL TRESPASS,2020-10-30,17,1836
4881,DECEPTIVE PRACTICE,2020-10-30,73,1836
4882,HOMICIDE,2020-10-30,1,1836
4883,LIQUOR LAW VIOLATION,2020-10-30,1,1836
4884,MOTOR VEHICLE THEFT,2020-10-30,36,1836
4885,NARCOTICS,2020-10-30,18,1836
4886,OBSCENITY,2020-10-30,1,1836
4887,OFFENSE INVOLVING CHILDREN,2020-10-30,10,1836
4888,OTHER OFFENSE,2020-10-30,24,1836
4889,PUBLIC PEACE VIOLATION,2020-10-30,2,1836
4890,ROBBERY,2020-10-30,28,1836
4891,SEX OFFENSE,2020-10-30,2,1836
4892,STALKING,2020-10-30,1,1836
4893,THEFT,2020-10-30,113,1836
4894,WEAPONS VIOLATION,2020-10-30,35,1836
4895,ARSON,2020-10-31,2,1027
4896,ASSAULT,2020-10-31,54,1027
4897,BATTERY,2020-10-31,136,1027
4898,BURGLARY,2020-10-31,19,1027
4899,CONCEALED CARRY LICENSE VIOLATION,2020-10-31,2,1027
4900,CRIMINAL DAMAGE,2020-10-31,80,1027
4901,CRIMINAL SEXUAL ASSAULT,2020-10-31,3,1027
4902,CRIMINAL TRESPASS,2020-10-31,9,1027
4903,DECEPTIVE PRACTICE,2020-10-31,52,1027
4904,HOMICIDE,2020-10-31,4,1027
4905,INTERFERENCE WITH PUBLIC OFFICER,2020-10-31,1,1027
4906,MOTOR VEHICLE THEFT,2020-10-31,36,1027
4907,NARCOTICS,2020-10-31,12,1027
4908,OBSCENITY,2020-10-31,1,1027
4909,OFFENSE INVOLVING CHILDREN,2020-10-31,4,1027
4910,OTHER OFFENSE,2020-10-31,32,1027
4911,PUBLIC PEACE VIOLATION,2020-10-31,2,1027
4912,ROBBERY,2020-10-31,27,1027
4913,SEX OFFENSE,2020-10-31,2,1027
4914,STALKING,2020-10-31,1,1027
4915,THEFT,2020-10-31,107,1027
4916,WEAPONS VIOLATION,2020-10-31,31,1027
4917,ARSON,2020-11-01,3,710
4918,ASSAULT,2020-11-01,52,710
4919,BATTERY,2020-11-01,136,710
4920,BURGLARY,2020-11-01,20,710
4921,CRIMINAL DAMAGE,2020-11-01,79,710
4922,CRIMINAL SEXUAL ASSAULT,2020-11-01,7,710
4923,CRIMINAL TRESPASS,2020-11-01,10,710
4924,DECEPTIVE PRACTICE,2020-11-01,73,710
4925,INTERFERENCE WITH PUBLIC OFFICER,2020-11-01,2,710
4926,MOTOR VEHICLE THEFT,2020-11-01,33,710
4927,NARCOTICS,2020-11-01,13,710
4928,OFFENSE INVOLVING CHILDREN,2020-11-01,3,710
4929,OTHER OFFENSE,2020-11-01,34,710
4930,PUBLIC PEACE VIOLATION,2020-11-01,1,710
4931,ROBBERY,2020-11-01,28,710
4932,SEX OFFENSE,2020-11-01,2,710
4933,STALKING,2020-11-01,1,710
4934,THEFT,2020-11-01,98,710
4935,WEAPONS VIOLATION,2020-11-01,31,710
4936,ASSAULT,2020-11-02,44,2286
4937,BATTERY,2020-11-02,87,2286
4938,BURGLARY,2020-11-02,31,2286
4939,CONCEALED CARRY LICENSE VIOLATION,2020-11-02,2,2286
4940,CRIMINAL DAMAGE,2020-11-02,57,2286
4941,CRIMINAL SEXUAL ASSAULT,2020-11-02,2,2286
4942,CRIMINAL TRESPASS,2020-11-02,11,2286
4943,DECEPTIVE PRACTICE,2020-11-02,114,2286
4944,GAMBLING,2020-11-02,1,2286
4945,HOMICIDE,2020-11-02,1,2286
4946,INTERFERENCE WITH PUBLIC OFFICER,2020-11-02,1,2286
4947,INTIMIDATION,2020-11-02,1,2286
4948,KIDNAPPING,2020-11-02,1,2286
4949,MOTOR VEHICLE THEFT,2020-11-02,38,2286
4950,NARCOTICS,2020-11-02,15,2286
4951,OBSCENITY,2020-11-02,1,2286
4952,OFFENSE INVOLVING CHILDREN,2020-11-02,6,2286
4953,OTHER OFFENSE,2020-11-02,35,2286
4954,PUBLIC PEACE VIOLATION,2020-11-02,1,2286
4955,ROBBERY,2020-11-02,28,2286
4956,SEX OFFENSE,2020-11-02,1,2286
4957,STALKING,2020-11-02,1,2286
4958,THEFT,2020-11-02,86,2286
4959,WEAPONS VIOLATION,2020-11-02,22,2286
4960,ARSON,2020-11-03,2,2081
4961,ASSAULT,2020-11-03,51,2081
4962,BATTERY,2020-11-03,103,2081
4963,BURGLARY,2020-11-03,22,2081
4964,CONCEALED CARRY LICENSE VIOLATION,2020-11-03,2,2081
4965,CRIMINAL DAMAGE,2020-11-03,72,2081
4966,CRIMINAL SEXUAL ASSAULT,2020-11-03,1,2081
4967,CRIMINAL TRESPASS,2020-11-03,17,2081
4968,DECEPTIVE PRACTICE,2020-11-03,88,2081
4969,HOMICIDE,2020-11-03,2,2081
4970,INTERFERENCE WITH PUBLIC OFFICER,2020-11-03,3,2081
4971,MOTOR VEHICLE THEFT,2020-11-03,33,2081
4972,NARCOTICS,2020-11-03,13,2081
4973,OFFENSE INVOLVING CHILDREN,2020-11-03,2,2081
4974,OTHER OFFENSE,2020-11-03,35,2081
4975,PUBLIC PEACE VIOLATION,2020-11-03,5,2081
4976,ROBBERY,2020-11-03,29,2081
4977,SEX OFFENSE,2020-11-03,5,2081
4978,THEFT,2020-11-03,99,2081
4979,WEAPONS VIOLATION,2020-11-03,23,2081
4980,ARSON,2020-11-04,1,2441
4981,ASSAULT,2020-11-04,48,2441
4982,BATTERY,2020-11-04,120,2441
4983,BURGLARY,2020-11-04,21,2441
4984,CONCEALED CARRY LICENSE VIOLATION,2020-11-04,1,2441
4985,CRIMINAL DAMAGE,2020-11-04,67,2441
4986,CRIMINAL SEXUAL ASSAULT,2020-11-04,3,2441
4987,CRIMINAL TRESPASS,2020-11-04,15,2441
4988,DECEPTIVE PRACTICE,2020-11-04,109,2441
4989,GAMBLING,2020-11-04,1,2441
4990,HOMICIDE,2020-11-04,3,2441
4991,INTERFERENCE WITH PUBLIC OFFICER,2020-11-04,1,2441
4992,MOTOR VEHICLE THEFT,2020-11-04,32,2441
4993,NARCOTICS,2020-11-04,14,2441
4994,OFFENSE INVOLVING CHILDREN,2020-11-04,4,2441
4995,OTHER OFFENSE,2020-11-04,25,2441
4996,PUBLIC PEACE VIOLATION,2020-11-04,2,2441
4997,ROBBERY,2020-11-04,32,2441
4998,SEX OFFENSE,2020-11-04,3,2441
4999,STALKING,2020-11-04,2,2441
5000,THEFT,2020-11-04,110,2441
5001,WEAPONS VIOLATION,2020-11-04,33,2441
5002,ARSON,2020-11-05,1,2543
5003,ASSAULT,2020-11-05,54,2543
5004,BATTERY,2020-11-05,110,2543
5005,BURGLARY,2020-11-05,19,2543
5006,CRIMINAL DAMAGE,2020-11-05,68,2543
5007,CRIMINAL SEXUAL ASSAULT,2020-11-05,1,2543
5008,CRIMINAL TRESPASS,2020-11-05,11,2543
5009,DECEPTIVE PRACTICE,2020-11-05,99,2543
5010,HOMICIDE,2020-11-05,4,2543
5011,KIDNAPPING,2020-11-05,1,2543
5012,MOTOR VEHICLE THEFT,2020-11-05,35,2543
5013,NARCOTICS,2020-11-05,21,2543
5014,OFFENSE INVOLVING CHILDREN,2020-11-05,6,2543
5015,OTHER OFFENSE,2020-11-05,35,2543
5016,ROBBERY,2020-11-05,26,2543
5017,SEX OFFENSE,2020-11-05,2,2543
5018,STALKING,2020-11-05,1,2543
5019,THEFT,2020-11-05,109,2543
5020,WEAPONS VIOLATION,2020-11-05,35,2543
5021,ARSON,2020-11-06,1,2714
5022,ASSAULT,2020-11-06,56,2714
5023,BATTERY,2020-11-06,117,2714
5024,BURGLARY,2020-11-06,26,2714
5025,CRIMINAL DAMAGE,2020-11-06,71,2714
5026,CRIMINAL SEXUAL ASSAULT,2020-11-06,1,2714
5027,CRIMINAL TRESPASS,2020-11-06,7,2714
5028,DECEPTIVE PRACTICE,2020-11-06,80,2714
5029,HOMICIDE,2020-11-06,3,2714
5030,INTERFERENCE WITH PUBLIC OFFICER,2020-11-06,3,2714
5031,MOTOR VEHICLE THEFT,2020-11-06,36,2714
5032,NARCOTICS,2020-11-06,22,2714
5033,OFFENSE INVOLVING CHILDREN,2020-11-06,4,2714
5034,OTHER OFFENSE,2020-11-06,35,2714
5035,PUBLIC PEACE VIOLATION,2020-11-06,2,2714
5036,ROBBERY,2020-11-06,30,2714
5037,SEX OFFENSE,2020-11-06,2,2714
5038,THEFT,2020-11-06,124,2714
5039,WEAPONS VIOLATION,2020-11-06,32,2714
5040,ASSAULT,2020-11-07,43,1528
5041,BATTERY,2020-11-07,145,1528
5042,BURGLARY,2020-11-07,28,1528
5043,CRIMINAL DAMAGE,2020-11-07,71,1528
5044,CRIMINAL SEXUAL ASSAULT,2020-11-07,3,1528
5045,CRIMINAL TRESPASS,2020-11-07,11,1528
5046,DECEPTIVE PRACTICE,2020-11-07,59,1528
5047,HOMICIDE,2020-11-07,4,1528
5048,INTERFERENCE WITH PUBLIC OFFICER,2020-11-07,2,1528
5049,LIQUOR LAW VIOLATION,2020-11-07,1,1528
5050,MOTOR VEHICLE THEFT,2020-11-07,26,1528
5051,NARCOTICS,2020-11-07,23,1528
5052,OFFENSE INVOLVING CHILDREN,2020-11-07,4,1528
5053,OTHER OFFENSE,2020-11-07,30,1528
5054,PUBLIC PEACE VIOLATION,2020-11-07,2,1528
5055,ROBBERY,2020-11-07,16,1528
5056,SEX OFFENSE,2020-11-07,2,1528
5057,THEFT,2020-11-07,107,1528
5058,WEAPONS VIOLATION,2020-11-07,40,1528
5059,ARSON,2020-11-08,1,1100
5060,ASSAULT,2020-11-08,50,1100
5061,BATTERY,2020-11-08,147,1100
5062,BURGLARY,2020-11-08,26,1100
5063,CONCEALED CARRY LICENSE VIOLATION,2020-11-08,2,1100
5064,CRIMINAL DAMAGE,2020-11-08,65,1100
5065,CRIMINAL SEXUAL ASSAULT,2020-11-08,4,1100
5066,CRIMINAL TRESPASS,2020-11-08,9,1100
5067,DECEPTIVE PRACTICE,2020-11-08,36,1100
5068,HOMICIDE,2020-11-08,3,1100
5069,INTERFERENCE WITH PUBLIC OFFICER,2020-11-08,1,1100
5070,INTIMIDATION,2020-11-08,1,1100
5071,MOTOR VEHICLE THEFT,2020-11-08,27,1100
5072,NARCOTICS,2020-11-08,23,1100
5073,OFFENSE INVOLVING CHILDREN,2020-11-08,7,1100
5074,OTHER OFFENSE,2020-11-08,36,1100
5075,PUBLIC PEACE VIOLATION,2020-11-08,2,1100
5076,ROBBERY,2020-11-08,22,1100
5077,THEFT,2020-11-08,81,1100
5078,WEAPONS VIOLATION,2020-11-08,47,1100
5079,ARSON,2020-11-09,5,3146
5080,ASSAULT,2020-11-09,51,3146
5081,BATTERY,2020-11-09,112,3146
5082,BURGLARY,2020-11-09,29,3146
5083,CRIMINAL DAMAGE,2020-11-09,64,3146
5084,CRIMINAL SEXUAL ASSAULT,2020-11-09,2,3146
5085,CRIMINAL TRESPASS,2020-11-09,11,3146
5086,DECEPTIVE PRACTICE,2020-11-09,80,3146
5087,HOMICIDE,2020-11-09,5,3146
5088,INTERFERENCE WITH PUBLIC OFFICER,2020-11-09,1,3146
5089,MOTOR VEHICLE THEFT,2020-11-09,24,3146
5090,NARCOTICS,2020-11-09,18,3146
5091,OFFENSE INVOLVING CHILDREN,2020-11-09,2,3146
5092,OTHER OFFENSE,2020-11-09,43,3146
5093,PUBLIC PEACE VIOLATION,2020-11-09,2,3146
5094,ROBBERY,2020-11-09,28,3146
5095,SEX OFFENSE,2020-11-09,2,3146
5096,STALKING,2020-11-09,1,3146
5097,THEFT,2020-11-09,104,3146
5098,WEAPONS VIOLATION,2020-11-09,30,3146
5099,ARSON,2020-11-10,2,3289
5100,ASSAULT,2020-11-10,43,3289
5101,BATTERY,2020-11-10,99,3289
5102,BURGLARY,2020-11-10,17,3289
5103,CONCEALED CARRY LICENSE VIOLATION,2020-11-10,1,3289
5104,CRIMINAL DAMAGE,2020-11-10,59,3289
5105,CRIMINAL SEXUAL ASSAULT,2020-11-10,2,3289
5106,CRIMINAL TRESPASS,2020-11-10,9,3289
5107,DECEPTIVE PRACTICE,2020-11-10,89,3289
5108,HOMICIDE,2020-11-10,1,3289
5109,INTIMIDATION,2020-11-10,1,3289
5110,MOTOR VEHICLE THEFT,2020-11-10,37,3289
5111,NARCOTICS,2020-11-10,16,3289
5112,OFFENSE INVOLVING CHILDREN,2020-11-10,1,3289
5113,OTHER OFFENSE,2020-11-10,34,3289
5114,PUBLIC PEACE VIOLATION,2020-11-10,3,3289
5115,ROBBERY,2020-11-10,30,3289
5116,SEX OFFENSE,2020-11-10,5,3289
5117,STALKING,2020-11-10,1,3289
5118,THEFT,2020-11-10,116,3289
5119,WEAPONS VIOLATION,2020-11-10,21,3289
5120,ARSON,2020-11-11,1,2422
5121,ASSAULT,2020-11-11,47,2422
5122,BATTERY,2020-11-11,84,2422
5123,BURGLARY,2020-11-11,21,2422
5124,CRIMINAL DAMAGE,2020-11-11,51,2422
5125,CRIMINAL SEXUAL ASSAULT,2020-11-11,1,2422
5126,CRIMINAL TRESPASS,2020-11-11,8,2422
5127,DECEPTIVE PRACTICE,2020-11-11,47,2422
5128,HOMICIDE,2020-11-11,2,2422
5129,INTERFERENCE WITH PUBLIC OFFICER,2020-11-11,1,2422
5130,MOTOR VEHICLE THEFT,2020-11-11,26,2422
5131,NARCOTICS,2020-11-11,15,2422
5132,OFFENSE INVOLVING CHILDREN,2020-11-11,4,2422
5133,OTHER OFFENSE,2020-11-11,36,2422
5134,PUBLIC PEACE VIOLATION,2020-11-11,2,2422
5135,ROBBERY,2020-11-11,15,2422
5136,SEX OFFENSE,2020-11-11,4,2422
5137,STALKING,2020-11-11,1,2422
5138,THEFT,2020-11-11,89,2422
5139,WEAPONS VIOLATION,2020-11-11,23,2422
5140,ARSON,2020-11-12,2,2881
5141,ASSAULT,2020-11-12,43,2881
5142,BATTERY,2020-11-12,91,2881
5143,BURGLARY,2020-11-12,23,2881
5144,CONCEALED CARRY LICENSE VIOLATION,2020-11-12,1,2881
5145,CRIMINAL DAMAGE,2020-11-12,58,2881
5146,CRIMINAL SEXUAL ASSAULT,2020-11-12,1,2881
5147,CRIMINAL TRESPASS,2020-11-12,8,2881
5148,DECEPTIVE PRACTICE,2020-11-12,63,2881
5149,HOMICIDE,2020-11-12,3,2881
5150,MOTOR VEHICLE THEFT,2020-11-12,28,2881
5151,NARCOTICS,2020-11-12,17,2881
5152,OFFENSE INVOLVING CHILDREN,2020-11-12,8,2881
5153,OTHER OFFENSE,2020-11-12,37,2881
5154,PUBLIC PEACE VIOLATION,2020-11-12,1,2881
5155,ROBBERY,2020-11-12,27,2881
5156,SEX OFFENSE,2020-11-12,1,2881
5157,THEFT,2020-11-12,89,2881
5158,WEAPONS VIOLATION,2020-11-12,8,2881
5159,ARSON,2020-11-13,3,2648
5160,ASSAULT,2020-11-13,34,2648
5161,BATTERY,2020-11-13,80,2648
5162,BURGLARY,2020-11-13,23,2648
5163,CRIMINAL DAMAGE,2020-11-13,66,2648
5164,CRIMINAL SEXUAL ASSAULT,2020-11-13,5,2648
5165,CRIMINAL TRESPASS,2020-11-13,9,2648
5166,DECEPTIVE PRACTICE,2020-11-13,71,2648
5167,HOMICIDE,2020-11-13,2,2648
5168,INTERFERENCE WITH PUBLIC OFFICER,2020-11-13,2,2648
5169,INTIMIDATION,2020-11-13,2,2648
5170,KIDNAPPING,2020-11-13,1,2648
5171,LIQUOR LAW VIOLATION,2020-11-13,1,2648
5172,MOTOR VEHICLE THEFT,2020-11-13,25,2648
5173,NARCOTICS,2020-11-13,16,2648
5174,OFFENSE INVOLVING CHILDREN,2020-11-13,5,2648
5175,OTHER OFFENSE,2020-11-13,32,2648
5176,PROSTITUTION,2020-11-13,1,2648
5177,PUBLIC PEACE VIOLATION,2020-11-13,2,2648
5178,ROBBERY,2020-11-13,15,2648
5179,SEX OFFENSE,2020-11-13,1,2648
5180,THEFT,2020-11-13,112,2648
5181,WEAPONS VIOLATION,2020-11-13,15,2648
5182,ASSAULT,2020-11-14,46,1372
5183,BATTERY,2020-11-14,97,1372
5184,BURGLARY,2020-11-14,15,1372
5185,CRIMINAL DAMAGE,2020-11-14,59,1372
5186,CRIMINAL SEXUAL ASSAULT,2020-11-14,1,1372
5187,CRIMINAL TRESPASS,2020-11-14,5,1372
5188,DECEPTIVE PRACTICE,2020-11-14,31,1372
5189,HOMICIDE,2020-11-14,2,1372
5190,MOTOR VEHICLE THEFT,2020-11-14,33,1372
5191,NARCOTICS,2020-11-14,16,1372
5192,OFFENSE INVOLVING CHILDREN,2020-11-14,6,1372
5193,OTHER OFFENSE,2020-11-14,28,1372
5194,PUBLIC PEACE VIOLATION,2020-11-14,1,1372
5195,ROBBERY,2020-11-14,18,1372
5196,SEX OFFENSE,2020-11-14,1,1372
5197,STALKING,2020-11-14,1,1372
5198,THEFT,2020-11-14,85,1372
5199,WEAPONS VIOLATION,2020-11-14,18,1372
5200,ARSON,2020-11-15,3,811
5201,ASSAULT,2020-11-15,44,811
5202,BATTERY,2020-11-15,111,811
5203,BURGLARY,2020-11-15,16,811
5204,CRIMINAL DAMAGE,2020-11-15,71,811
5205,CRIMINAL SEXUAL ASSAULT,2020-11-15,3,811
5206,CRIMINAL TRESPASS,2020-11-15,12,811
5207,DECEPTIVE PRACTICE,2020-11-15,40,811
5208,INTERFERENCE WITH PUBLIC OFFICER,2020-11-15,1,811
5209,MOTOR VEHICLE THEFT,2020-11-15,25,811
5210,NARCOTICS,2020-11-15,13,811
5211,OFFENSE INVOLVING CHILDREN,2020-11-15,4,811
5212,OTHER OFFENSE,2020-11-15,27,811
5213,PUBLIC PEACE VIOLATION,2020-11-15,2,811
5214,ROBBERY,2020-11-15,18,811
5215,SEX OFFENSE,2020-11-15,1,811
5216,THEFT,2020-11-15,93,811
5217,WEAPONS VIOLATION,2020-11-15,22,811
5218,ARSON,2020-11-16,1,2527
5219,ASSAULT,2020-11-16,39,2527
5220,BATTERY,2020-11-16,92,2527
5221,BURGLARY,2020-11-16,24,2527
5222,CONCEALED CARRY LICENSE VIOLATION,2020-11-16,1,2527
5223,CRIMINAL DAMAGE,2020-11-16,53,2527
5224,CRIMINAL SEXUAL ASSAULT,2020-11-16,3,2527
5225,CRIMINAL TRESPASS,2020-11-16,4,2527
5226,DECEPTIVE PRACTICE,2020-11-16,58,2527
5227,HOMICIDE,2020-11-16,1,2527
5228,INTERFERENCE WITH PUBLIC OFFICER,2020-11-16,1,2527
5229,MOTOR VEHICLE THEFT,2020-11-16,48,2527
5230,NARCOTICS,2020-11-16,16,2527
5231,OFFENSE INVOLVING CHILDREN,2020-11-16,3,2527
5232,OTHER OFFENSE,2020-11-16,32,2527
5233,PUBLIC PEACE VIOLATION,2020-11-16,1,2527
5234,ROBBERY,2020-11-16,15,2527
5235,SEX OFFENSE,2020-11-16,1,2527
5236,THEFT,2020-11-16,85,2527
5237,WEAPONS VIOLATION,2020-11-16,24,2527
5238,ASSAULT,2020-11-17,54,2403
5239,BATTERY,2020-11-17,75,2403
5240,BURGLARY,2020-11-17,15,2403
5241,CRIMINAL DAMAGE,2020-11-17,45,2403
5242,CRIMINAL TRESPASS,2020-11-17,5,2403
5243,DECEPTIVE PRACTICE,2020-11-17,57,2403
5244,INTERFERENCE WITH PUBLIC OFFICER,2020-11-17,1,2403
5245,INTIMIDATION,2020-11-17,1,2403
5246,KIDNAPPING,2020-11-17,2,2403
5247,MOTOR VEHICLE THEFT,2020-11-17,25,2403
5248,NARCOTICS,2020-11-17,26,2403
5249,OFFENSE INVOLVING CHILDREN,2020-11-17,5,2403
5250,OTHER OFFENSE,2020-11-17,33,2403
5251,RITUALISM,2020-11-17,1,2403
5252,ROBBERY,2020-11-17,20,2403
5253,SEX OFFENSE,2020-11-17,1,2403
5254,STALKING,2020-11-17,1,2403
5255,THEFT,2020-11-17,104,2403
5256,WEAPONS VIOLATION,2020-11-17,17,2403
5257,ARSON,2020-11-18,1,2272
5258,ASSAULT,2020-11-18,34,2272
5259,BATTERY,2020-11-18,68,2272
5260,BURGLARY,2020-11-18,14,2272
5261,CRIMINAL DAMAGE,2020-11-18,65,2272
5262,CRIMINAL SEXUAL ASSAULT,2020-11-18,2,2272
5263,CRIMINAL TRESPASS,2020-11-18,12,2272
5264,DECEPTIVE PRACTICE,2020-11-18,56,2272
5265,HOMICIDE,2020-11-18,1,2272
5266,MOTOR VEHICLE THEFT,2020-11-18,35,2272
5267,NARCOTICS,2020-11-18,15,2272
5268,OFFENSE INVOLVING CHILDREN,2020-11-18,3,2272
5269,OTHER OFFENSE,2020-11-18,22,2272
5270,PUBLIC PEACE VIOLATION,2020-11-18,3,2272
5271,ROBBERY,2020-11-18,24,2272
5272,SEX OFFENSE,2020-11-18,3,2272
5273,THEFT,2020-11-18,112,2272
5274,WEAPONS VIOLATION,2020-11-18,16,2272
5275,ARSON,2020-11-19,1,2090
5276,ASSAULT,2020-11-19,46,2090
5277,BATTERY,2020-11-19,98,2090
5278,BURGLARY,2020-11-19,8,2090
5279,CRIMINAL DAMAGE,2020-11-19,75,2090
5280,CRIMINAL SEXUAL ASSAULT,2020-11-19,2,2090
5281,CRIMINAL TRESPASS,2020-11-19,8,2090
5282,DECEPTIVE PRACTICE,2020-11-19,48,2090
5283,MOTOR VEHICLE THEFT,2020-11-19,28,2090
5284,NARCOTICS,2020-11-19,7,2090
5285,OFFENSE INVOLVING CHILDREN,2020-11-19,3,2090
5286,OTHER OFFENSE,2020-11-19,30,2090
5287,ROBBERY,2020-11-19,39,2090
5288,SEX OFFENSE,2020-11-19,1,2090
5289,THEFT,2020-11-19,102,2090
5290,WEAPONS VIOLATION,2020-11-19,14,2090
5291,ASSAULT,2020-11-20,56,2253
5292,BATTERY,2020-11-20,121,2253
5293,BURGLARY,2020-11-20,23,2253
5294,CRIMINAL DAMAGE,2020-11-20,63,2253
5295,CRIMINAL SEXUAL ASSAULT,2020-11-20,3,2253
5296,CRIMINAL TRESPASS,2020-11-20,7,2253
5297,DECEPTIVE PRACTICE,2020-11-20,74,2253
5298,HOMICIDE,2020-11-20,2,2253
5299,INTERFERENCE WITH PUBLIC OFFICER,2020-11-20,4,2253
5300,MOTOR VEHICLE THEFT,2020-11-20,36,2253
5301,NARCOTICS,2020-11-20,13,2253
5302,OFFENSE INVOLVING CHILDREN,2020-11-20,7,2253
5303,OTHER OFFENSE,2020-11-20,32,2253
5304,PUBLIC PEACE VIOLATION,2020-11-20,3,2253
5305,ROBBERY,2020-11-20,31,2253
5306,SEX OFFENSE,2020-11-20,1,2253
5307,STALKING,2020-11-20,1,2253
5308,THEFT,2020-11-20,125,2253
5309,WEAPONS VIOLATION,2020-11-20,28,2253
5310,ARSON,2020-11-21,1,1254
5311,ASSAULT,2020-11-21,44,1254
5312,BATTERY,2020-11-21,90,1254
5313,BURGLARY,2020-11-21,24,1254
5314,CRIMINAL DAMAGE,2020-11-21,66,1254
5315,CRIMINAL SEXUAL ASSAULT,2020-11-21,4,1254
5316,CRIMINAL TRESPASS,2020-11-21,10,1254
5317,DECEPTIVE PRACTICE,2020-11-21,24,1254
5318,GAMBLING,2020-11-21,1,1254
5319,HOMICIDE,2020-11-21,3,1254
5320,INTERFERENCE WITH PUBLIC OFFICER,2020-11-21,3,1254
5321,KIDNAPPING,2020-11-21,1,1254
5322,MOTOR VEHICLE THEFT,2020-11-21,40,1254
5323,NARCOTICS,2020-11-21,12,1254
5324,OFFENSE INVOLVING CHILDREN,2020-11-21,4,1254
5325,OTHER OFFENSE,2020-11-21,31,1254
5326,PUBLIC PEACE VIOLATION,2020-11-21,2,1254
5327,ROBBERY,2020-11-21,34,1254
5328,SEX OFFENSE,2020-11-21,3,1254
5329,THEFT,2020-11-21,98,1254
5330,WEAPONS VIOLATION,2020-11-21,31,1254
5331,ARSON,2020-11-22,3,771
5332,ASSAULT,2020-11-22,35,771
5333,BATTERY,2020-11-22,94,771
5334,BURGLARY,2020-11-22,18,771
5335,CONCEALED CARRY LICENSE VIOLATION,2020-11-22,1,771
5336,CRIMINAL DAMAGE,2020-11-22,74,771
5337,CRIMINAL SEXUAL ASSAULT,2020-11-22,1,771
5338,CRIMINAL TRESPASS,2020-11-22,11,771
5339,DECEPTIVE PRACTICE,2020-11-22,45,771
5340,HOMICIDE,2020-11-22,1,771
5341,MOTOR VEHICLE THEFT,2020-11-22,34,771
5342,NARCOTICS,2020-11-22,18,771
5343,OFFENSE INVOLVING CHILDREN,2020-11-22,6,771
5344,OTHER OFFENSE,2020-11-22,24,771
5345,PUBLIC PEACE VIOLATION,2020-11-22,2,771
5346,ROBBERY,2020-11-22,31,771
5347,STALKING,2020-11-22,3,771
5348,THEFT,2020-11-22,78,771
5349,WEAPONS VIOLATION,2020-11-22,20,771
5350,ARSON,2020-11-23,1,2321
5351,ASSAULT,2020-11-23,52,2321
5352,BATTERY,2020-11-23,91,2321
5353,BURGLARY,2020-11-23,22,2321
5354,CRIMINAL DAMAGE,2020-11-23,61,2321
5355,CRIMINAL SEXUAL ASSAULT,2020-11-23,4,2321
5356,CRIMINAL TRESPASS,2020-11-23,7,2321
5357,DECEPTIVE PRACTICE,2020-11-23,51,2321
5358,HOMICIDE,2020-11-23,2,2321
5359,INTERFERENCE WITH PUBLIC OFFICER,2020-11-23,1,2321
5360,INTIMIDATION,2020-11-23,2,2321
5361,MOTOR VEHICLE THEFT,2020-11-23,39,2321
5362,NARCOTICS,2020-11-23,13,2321
5363,OFFENSE INVOLVING CHILDREN,2020-11-23,6,2321
5364,OTHER OFFENSE,2020-11-23,25,2321
5365,PROSTITUTION,2020-11-23,1,2321
5366,PUBLIC PEACE VIOLATION,2020-11-23,1,2321
5367,ROBBERY,2020-11-23,42,2321
