, PRIMARY DESCRIPTION,Date,Counts,Cases - Total
5368,SEX OFFENSE,2020-11-23,2,2321
5369,THEFT,2020-11-23,85,2321
5370,WEAPONS VIOLATION,2020-11-23,17,2321
5371,ARSON,2020-11-24,3,1892
5372,ASSAULT,2020-11-24,41,1892
5373,BATTERY,2020-11-24,74,1892
5374,BURGLARY,2020-11-24,14,1892
5375,CRIMINAL DAMAGE,2020-11-24,48,1892
5376,CRIMINAL SEXUAL ASSAULT,2020-11-24,6,1892
5377,CRIMINAL TRESPASS,2020-11-24,10,1892
5378,DECEPTIVE PRACTICE,2020-11-24,54,1892
5379,HOMICIDE,2020-11-24,3,1892
5380,INTERFERENCE WITH PUBLIC OFFICER,2020-11-24,1,1892
5381,INTIMIDATION,2020-11-24,1,1892
5382,KIDNAPPING,2020-11-24,1,1892
5383,MOTOR VEHICLE THEFT,2020-11-24,31,1892
5384,NARCOTICS,2020-11-24,14,1892
5385,OFFENSE INVOLVING CHILDREN,2020-11-24,5,1892
5386,OTHER OFFENSE,2020-11-24,33,1892
5387,ROBBERY,2020-11-24,30,1892
5388,SEX OFFENSE,2020-11-24,3,1892
5389,STALKING,2020-11-24,1,1892
5390,THEFT,2020-11-24,97,1892
5391,WEAPONS VIOLATION,2020-11-24,20,1892
5392,ARSON,2020-11-25,1,1771
5393,ASSAULT,2020-11-25,41,1771
5394,BATTERY,2020-11-25,82,1771
5395,BURGLARY,2020-11-25,17,1771
5396,CRIMINAL DAMAGE,2020-11-25,54,1771
5397,CRIMINAL SEXUAL ASSAULT,2020-11-25,4,1771
5398,CRIMINAL TRESPASS,2020-11-25,4,1771
5399,DECEPTIVE PRACTICE,2020-11-25,49,1771
5400,MOTOR VEHICLE THEFT,2020-11-25,28,1771
5401,NARCOTICS,2020-11-25,18,1771
5402,OFFENSE INVOLVING CHILDREN,2020-11-25,7,1771
5403,OTHER OFFENSE,2020-11-25,27,1771
5404,PUBLIC PEACE VIOLATION,2020-11-25,2,1771
5405,ROBBERY,2020-11-25,22,1771
5406,SEX OFFENSE,2020-11-25,1,1771
5407,STALKING,2020-11-25,1,1771
5408,THEFT,2020-11-25,94,1771
5409,WEAPONS VIOLATION,2020-11-25,21,1771
5410,ARSON,2020-11-26,3,251
5411,ASSAULT,2020-11-26,40,251
5412,BATTERY,2020-11-26,83,251
5413,BURGLARY,2020-11-26,26,251
5414,CRIMINAL DAMAGE,2020-11-26,57,251
5415,CRIMINAL SEXUAL ASSAULT,2020-11-26,1,251
5416,CRIMINAL TRESPASS,2020-11-26,7,251
5417,DECEPTIVE PRACTICE,2020-11-26,19,251
5418,HOMICIDE,2020-11-26,1,251
5419,MOTOR VEHICLE THEFT,2020-11-26,18,251
5420,NARCOTICS,2020-11-26,3,251
5421,OFFENSE INVOLVING CHILDREN,2020-11-26,9,251
5422,OTHER OFFENSE,2020-11-26,17,251
5423,PROSTITUTION,2020-11-26,1,251
5424,ROBBERY,2020-11-26,13,251
5425,SEX OFFENSE,2020-11-26,3,251
5426,STALKING,2020-11-26,1,251
5427,THEFT,2020-11-26,53,251
5428,WEAPONS VIOLATION,2020-11-26,27,251
5429,ARSON,2020-11-27,2,1190
5430,ASSAULT,2020-11-27,35,1190
5431,BATTERY,2020-11-27,112,1190
5432,BURGLARY,2020-11-27,21,1190
5433,CONCEALED CARRY LICENSE VIOLATION,2020-11-27,1,1190
5434,CRIMINAL DAMAGE,2020-11-27,69,1190
5435,CRIMINAL SEXUAL ASSAULT,2020-11-27,5,1190
5436,CRIMINAL TRESPASS,2020-11-27,8,1190
5437,DECEPTIVE PRACTICE,2020-11-27,43,1190
5438,HOMICIDE,2020-11-27,5,1190
5439,INTIMIDATION,2020-11-27,1,1190
5440,MOTOR VEHICLE THEFT,2020-11-27,27,1190
5441,NARCOTICS,2020-11-27,26,1190
5442,OFFENSE INVOLVING CHILDREN,2020-11-27,7,1190
5443,OTHER OFFENSE,2020-11-27,28,1190
5444,PUBLIC PEACE VIOLATION,2020-11-27,1,1190
5445,ROBBERY,2020-11-27,24,1190
5446,SEX OFFENSE,2020-11-27,1,1190
5447,STALKING,2020-11-27,1,1190
5448,THEFT,2020-11-27,101,1190
5449,WEAPONS VIOLATION,2020-11-27,51,1190
5450,ARSON,2020-11-28,5,1331
5451,ASSAULT,2020-11-28,39,1331
5452,BATTERY,2020-11-28,75,1331
5453,BURGLARY,2020-11-28,14,1331
5454,CONCEALED CARRY LICENSE VIOLATION,2020-11-28,1,1331
5455,CRIMINAL DAMAGE,2020-11-28,60,1331
5456,CRIMINAL SEXUAL ASSAULT,2020-11-28,5,1331
5457,CRIMINAL TRESPASS,2020-11-28,9,1331
5458,DECEPTIVE PRACTICE,2020-11-28,30,1331
5459,HOMICIDE,2020-11-28,2,1331
5460,INTERFERENCE WITH PUBLIC OFFICER,2020-11-28,3,1331
5461,INTIMIDATION,2020-11-28,1,1331
5462,LIQUOR LAW VIOLATION,2020-11-28,1,1331
5463,MOTOR VEHICLE THEFT,2020-11-28,32,1331
5464,NARCOTICS,2020-11-28,16,1331
5465,OFFENSE INVOLVING CHILDREN,2020-11-28,7,1331
5466,OTHER OFFENSE,2020-11-28,20,1331
5467,PROSTITUTION,2020-11-28,1,1331
5468,PUBLIC PEACE VIOLATION,2020-11-28,2,1331
5469,ROBBERY,2020-11-28,24,1331
5470,SEX OFFENSE,2020-11-28,1,1331
5471,STALKING,2020-11-28,1,1331
5472,THEFT,2020-11-28,96,1331
5473,WEAPONS VIOLATION,2020-11-28,39,1331
5474,ARSON,2020-11-29,2,872
5475,ASSAULT,2020-11-29,34,872
5476,BATTERY,2020-11-29,115,872
5477,BURGLARY,2020-11-29,13,872
5478,CRIMINAL DAMAGE,2020-11-29,69,872
5479,CRIMINAL SEXUAL ASSAULT,2020-11-29,6,872
5480,CRIMINAL TRESPASS,2020-11-29,9,872
5481,DECEPTIVE PRACTICE,2020-11-29,45,872
5482,HOMICIDE,2020-11-29,4,872
5483,INTIMIDATION,2020-11-29,1,872
5484,MOTOR VEHICLE THEFT,2020-11-29,27,872
5485,NARCOTICS,2020-11-29,21,872
5486,OFFENSE INVOLVING CHILDREN,2020-11-29,1,872
5487,OTHER OFFENSE,2020-11-29,32,872
5488,PUBLIC INDECENCY,2020-11-29,1,872
5489,ROBBERY,2020-11-29,34,872
5490,SEX OFFENSE,2020-11-29,3,872
5491,STALKING,2020-11-29,1,872
5492,THEFT,2020-11-29,71,872
5493,WEAPONS VIOLATION,2020-11-29,29,872
5494,ASSAULT,2020-11-30,35,2315
5495,BATTERY,2020-11-30,95,2315
5496,BURGLARY,2020-11-30,18,2315
5497,CRIMINAL DAMAGE,2020-11-30,36,2315
5498,CRIMINAL SEXUAL ASSAULT,2020-11-30,2,2315
5499,CRIMINAL TRESPASS,2020-11-30,6,2315
5500,DECEPTIVE PRACTICE,2020-11-30,66,2315
5501,HOMICIDE,2020-11-30,1,2315
5502,INTERFERENCE WITH PUBLIC OFFICER,2020-11-30,2,2315
5503,INTIMIDATION,2020-11-30,1,2315
5504,KIDNAPPING,2020-11-30,1,2315
5505,MOTOR VEHICLE THEFT,2020-11-30,25,2315
5506,NARCOTICS,2020-11-30,10,2315
5507,OFFENSE INVOLVING CHILDREN,2020-11-30,3,2315
5508,OTHER OFFENSE,2020-11-30,30,2315
5509,PUBLIC PEACE VIOLATION,2020-11-30,1,2315
5510,ROBBERY,2020-11-30,14,2315
5511,SEX OFFENSE,2020-11-30,5,2315
5512,THEFT,2020-11-30,101,2315
5513,WEAPONS VIOLATION,2020-11-30,23,2315
5514,ARSON,2020-12-01,2,2105
5515,ASSAULT,2020-12-01,38,2105
5516,BATTERY,2020-12-01,83,2105
5517,BURGLARY,2020-12-01,18,2105
5518,CRIMINAL DAMAGE,2020-12-01,37,2105
5519,CRIMINAL SEXUAL ASSAULT,2020-12-01,2,2105
5520,CRIMINAL TRESPASS,2020-12-01,6,2105
5521,DECEPTIVE PRACTICE,2020-12-01,96,2105
5522,INTERFERENCE WITH PUBLIC OFFICER,2020-12-01,1,2105
5523,INTIMIDATION,2020-12-01,1,2105
5524,MOTOR VEHICLE THEFT,2020-12-01,29,2105
5525,NARCOTICS,2020-12-01,15,2105
5526,OFFENSE INVOLVING CHILDREN,2020-12-01,3,2105
5527,OTHER OFFENSE,2020-12-01,31,2105
5528,ROBBERY,2020-12-01,20,2105
5529,SEX OFFENSE,2020-12-01,2,2105
5530,THEFT,2020-12-01,112,2105
5531,WEAPONS VIOLATION,2020-12-01,20,2105
5532,ARSON,2020-12-02,1,1974
5533,ASSAULT,2020-12-02,35,1974
5534,BATTERY,2020-12-02,81,1974
5535,BURGLARY,2020-12-02,14,1974
5536,CRIMINAL DAMAGE,2020-12-02,48,1974
5537,CRIMINAL TRESPASS,2020-12-02,9,1974
5538,DECEPTIVE PRACTICE,2020-12-02,73,1974
5539,HOMICIDE,2020-12-02,1,1974
5540,MOTOR VEHICLE THEFT,2020-12-02,27,1974
5541,NARCOTICS,2020-12-02,17,1974
5542,OFFENSE INVOLVING CHILDREN,2020-12-02,7,1974
5543,OTHER OFFENSE,2020-12-02,27,1974
5544,PUBLIC PEACE VIOLATION,2020-12-02,1,1974
5545,ROBBERY,2020-12-02,20,1974
5546,SEX OFFENSE,2020-12-02,4,1974
5547,THEFT,2020-12-02,108,1974
5548,WEAPONS VIOLATION,2020-12-02,24,1974
5549,ARSON,2020-12-03,1,1984
5550,ASSAULT,2020-12-03,37,1984
5551,BATTERY,2020-12-03,58,1984
5552,BURGLARY,2020-12-03,11,1984
5553,CRIMINAL DAMAGE,2020-12-03,46,1984
5554,CRIMINAL SEXUAL ASSAULT,2020-12-03,2,1984
5555,CRIMINAL TRESPASS,2020-12-03,3,1984
5556,DECEPTIVE PRACTICE,2020-12-03,59,1984
5557,HOMICIDE,2020-12-03,2,1984
5558,INTERFERENCE WITH PUBLIC OFFICER,2020-12-03,3,1984
5559,MOTOR VEHICLE THEFT,2020-12-03,32,1984
5560,NARCOTICS,2020-12-03,25,1984
5561,OFFENSE INVOLVING CHILDREN,2020-12-03,6,1984
5562,OTHER OFFENSE,2020-12-03,22,1984
5563,PUBLIC PEACE VIOLATION,2020-12-03,1,1984
5564,ROBBERY,2020-12-03,17,1984
5565,SEX OFFENSE,2020-12-03,3,1984
5566,THEFT,2020-12-03,102,1984
5567,WEAPONS VIOLATION,2020-12-03,27,1984
5568,ARSON,2020-12-04,1,1753
5569,ASSAULT,2020-12-04,37,1753
5570,BATTERY,2020-12-04,91,1753
5571,BURGLARY,2020-12-04,17,1753
5572,CRIMINAL DAMAGE,2020-12-04,52,1753
5573,CRIMINAL SEXUAL ASSAULT,2020-12-04,3,1753
5574,CRIMINAL TRESPASS,2020-12-04,6,1753
5575,DECEPTIVE PRACTICE,2020-12-04,90,1753
5576,INTERFERENCE WITH PUBLIC OFFICER,2020-12-04,2,1753
5577,KIDNAPPING,2020-12-04,1,1753
5578,MOTOR VEHICLE THEFT,2020-12-04,40,1753
5579,NARCOTICS,2020-12-04,13,1753
5580,OFFENSE INVOLVING CHILDREN,2020-12-04,12,1753
5581,OTHER OFFENSE,2020-12-04,35,1753
5582,PUBLIC PEACE VIOLATION,2020-12-04,1,1753
5583,ROBBERY,2020-12-04,14,1753
5584,SEX OFFENSE,2020-12-04,4,1753
5585,THEFT,2020-12-04,115,1753
5586,WEAPONS VIOLATION,2020-12-04,31,1753
5587,ARSON,2020-12-05,1,1148
5588,ASSAULT,2020-12-05,50,1148
5589,BATTERY,2020-12-05,115,1148
5590,BURGLARY,2020-12-05,20,1148
5591,CRIMINAL DAMAGE,2020-12-05,58,1148
5592,CRIMINAL SEXUAL ASSAULT,2020-12-05,6,1148
5593,CRIMINAL TRESPASS,2020-12-05,13,1148
5594,DECEPTIVE PRACTICE,2020-12-05,48,1148
5595,HOMICIDE,2020-12-05,2,1148
5596,INTERFERENCE WITH PUBLIC OFFICER,2020-12-05,1,1148
5597,MOTOR VEHICLE THEFT,2020-12-05,37,1148
5598,NARCOTICS,2020-12-05,21,1148
5599,OBSCENITY,2020-12-05,1,1148
5600,OFFENSE INVOLVING CHILDREN,2020-12-05,5,1148
5601,OTHER OFFENSE,2020-12-05,27,1148
5602,PUBLIC PEACE VIOLATION,2020-12-05,2,1148
5603,ROBBERY,2020-12-05,13,1148
5604,SEX OFFENSE,2020-12-05,1,1148
5605,THEFT,2020-12-05,104,1148
5606,WEAPONS VIOLATION,2020-12-05,23,1148
5607,ARSON,2020-12-06,1,688
5608,ASSAULT,2020-12-06,46,688
5609,BATTERY,2020-12-06,96,688
5610,BURGLARY,2020-12-06,17,688
5611,CRIMINAL DAMAGE,2020-12-06,60,688
5612,CRIMINAL SEXUAL ASSAULT,2020-12-06,3,688
5613,CRIMINAL TRESPASS,2020-12-06,14,688
5614,DECEPTIVE PRACTICE,2020-12-06,72,688
5615,HOMICIDE,2020-12-06,4,688
5616,INTERFERENCE WITH PUBLIC OFFICER,2020-12-06,4,688
5617,MOTOR VEHICLE THEFT,2020-12-06,29,688
5618,NARCOTICS,2020-12-06,22,688
5619,OFFENSE INVOLVING CHILDREN,2020-12-06,6,688
5620,OTHER OFFENSE,2020-12-06,36,688
5621,PUBLIC PEACE VIOLATION,2020-12-06,1,688
5622,ROBBERY,2020-12-06,21,688
5623,SEX OFFENSE,2020-12-06,1,688
5624,THEFT,2020-12-06,87,688
5625,WEAPONS VIOLATION,2020-12-06,32,688
5626,ASSAULT,2020-12-07,46,1985
5627,BATTERY,2020-12-07,76,1985
5628,BURGLARY,2020-12-07,19,1985
5629,CRIMINAL DAMAGE,2020-12-07,64,1985
5630,CRIMINAL TRESPASS,2020-12-07,11,1985
5631,DECEPTIVE PRACTICE,2020-12-07,89,1985
5632,HOMICIDE,2020-12-07,2,1985
5633,MOTOR VEHICLE THEFT,2020-12-07,21,1985
5634,NARCOTICS,2020-12-07,17,1985
5635,OBSCENITY,2020-12-07,1,1985
5636,OFFENSE INVOLVING CHILDREN,2020-12-07,1,1985
5637,OTHER OFFENSE,2020-12-07,37,1985
5638,PUBLIC PEACE VIOLATION,2020-12-07,2,1985
5639,ROBBERY,2020-12-07,19,1985
5640,THEFT,2020-12-07,106,1985
5641,WEAPONS VIOLATION,2020-12-07,31,1985
5642,ARSON,2020-12-08,1,1971
5643,ASSAULT,2020-12-08,41,1971
5644,BATTERY,2020-12-08,71,1971
5645,BURGLARY,2020-12-08,14,1971
5646,CRIMINAL DAMAGE,2020-12-08,63,1971
5647,CRIMINAL SEXUAL ASSAULT,2020-12-08,1,1971
5648,CRIMINAL TRESPASS,2020-12-08,12,1971
5649,DECEPTIVE PRACTICE,2020-12-08,97,1971
5650,HOMICIDE,2020-12-08,3,1971
5651,MOTOR VEHICLE THEFT,2020-12-08,36,1971
5652,NARCOTICS,2020-12-08,10,1971
5653,OFFENSE INVOLVING CHILDREN,2020-12-08,11,1971
5654,OTHER OFFENSE,2020-12-08,27,1971
5655,ROBBERY,2020-12-08,20,1971
5656,SEX OFFENSE,2020-12-08,1,1971
5657,THEFT,2020-12-08,104,1971
5658,WEAPONS VIOLATION,2020-12-08,23,1971
5659,ARSON,2020-12-09,4,1688
5660,ASSAULT,2020-12-09,40,1688
5661,BATTERY,2020-12-09,86,1688
5662,BURGLARY,2020-12-09,12,1688
5663,CRIMINAL DAMAGE,2020-12-09,51,1688
5664,CRIMINAL TRESPASS,2020-12-09,9,1688
5665,DECEPTIVE PRACTICE,2020-12-09,76,1688
5666,HOMICIDE,2020-12-09,1,1688
5667,INTERFERENCE WITH PUBLIC OFFICER,2020-12-09,2,1688
5668,MOTOR VEHICLE THEFT,2020-12-09,29,1688
5669,NARCOTICS,2020-12-09,22,1688
5670,OFFENSE INVOLVING CHILDREN,2020-12-09,3,1688
5671,OTHER OFFENSE,2020-12-09,26,1688
5672,PUBLIC PEACE VIOLATION,2020-12-09,1,1688
5673,ROBBERY,2020-12-09,11,1688
5674,THEFT,2020-12-09,105,1688
5675,WEAPONS VIOLATION,2020-12-09,23,1688
5676,ARSON,2020-12-10,3,1606
5677,ASSAULT,2020-12-10,53,1606
5678,BATTERY,2020-12-10,72,1606
5679,BURGLARY,2020-12-10,10,1606
5680,CRIMINAL DAMAGE,2020-12-10,58,1606
5681,CRIMINAL TRESPASS,2020-12-10,9,1606
5682,DECEPTIVE PRACTICE,2020-12-10,103,1606
5683,HOMICIDE,2020-12-10,1,1606
5684,MOTOR VEHICLE THEFT,2020-12-10,26,1606
5685,NARCOTICS,2020-12-10,24,1606
5686,OFFENSE INVOLVING CHILDREN,2020-12-10,4,1606
5687,OTHER OFFENSE,2020-12-10,37,1606
5688,PUBLIC PEACE VIOLATION,2020-12-10,3,1606
5689,ROBBERY,2020-12-10,19,1606
5690,SEX OFFENSE,2020-12-10,1,1606
5691,STALKING,2020-12-10,1,1606
5692,THEFT,2020-12-10,105,1606
5693,WEAPONS VIOLATION,2020-12-10,32,1606
5694,ASSAULT,2020-12-11,34,1587
5695,BATTERY,2020-12-11,77,1587
5696,BURGLARY,2020-12-11,17,1587
5697,CONCEALED CARRY LICENSE VIOLATION,2020-12-11,1,1587
5698,CRIMINAL DAMAGE,2020-12-11,55,1587
5699,CRIMINAL SEXUAL ASSAULT,2020-12-11,1,1587
5700,CRIMINAL TRESPASS,2020-12-11,8,1587
5701,DECEPTIVE PRACTICE,2020-12-11,81,1587
5702,HOMICIDE,2020-12-11,1,1587
5703,INTERFERENCE WITH PUBLIC OFFICER,2020-12-11,1,1587
5704,KIDNAPPING,2020-12-11,1,1587
5705,MOTOR VEHICLE THEFT,2020-12-11,21,1587
5706,NARCOTICS,2020-12-11,15,1587
5707,OFFENSE INVOLVING CHILDREN,2020-12-11,4,1587
5708,OTHER OFFENSE,2020-12-11,23,1587
5709,PUBLIC PEACE VIOLATION,2020-12-11,1,1587
5710,ROBBERY,2020-12-11,25,1587
5711,SEX OFFENSE,2020-12-11,3,1587
5712,STALKING,2020-12-11,1,1587
5713,THEFT,2020-12-11,97,1587
5714,WEAPONS VIOLATION,2020-12-11,14,1587
5715,ASSAULT,2020-12-12,41,874
5716,BATTERY,2020-12-12,104,874
5717,BURGLARY,2020-12-12,17,874
5718,CRIMINAL DAMAGE,2020-12-12,52,874
5719,CRIMINAL SEXUAL ASSAULT,2020-12-12,2,874
5720,CRIMINAL TRESPASS,2020-12-12,8,874
5721,DECEPTIVE PRACTICE,2020-12-12,52,874
5722,LIQUOR LAW VIOLATION,2020-12-12,1,874
5723,MOTOR VEHICLE THEFT,2020-12-12,28,874
5724,NARCOTICS,2020-12-12,14,874
5725,OFFENSE INVOLVING CHILDREN,2020-12-12,2,874
5726,OTHER OFFENSE,2020-12-12,29,874
5727,ROBBERY,2020-12-12,29,874
5728,SEX OFFENSE,2020-12-12,1,874
5729,THEFT,2020-12-12,77,874
5730,WEAPONS VIOLATION,2020-12-12,25,874
5731,ASSAULT,2020-12-13,37,583
5732,BATTERY,2020-12-13,107,583
5733,BURGLARY,2020-12-13,24,583
5734,CRIMINAL DAMAGE,2020-12-13,59,583
5735,CRIMINAL SEXUAL ASSAULT,2020-12-13,3,583
5736,CRIMINAL TRESPASS,2020-12-13,6,583
5737,DECEPTIVE PRACTICE,2020-12-13,70,583
5738,HOMICIDE,2020-12-13,3,583
5739,INTERFERENCE WITH PUBLIC OFFICER,2020-12-13,3,583
5740,INTIMIDATION,2020-12-13,1,583
5741,MOTOR VEHICLE THEFT,2020-12-13,34,583
5742,NARCOTICS,2020-12-13,19,583
5743,OFFENSE INVOLVING CHILDREN,2020-12-13,4,583
5744,OTHER OFFENSE,2020-12-13,28,583
5745,ROBBERY,2020-12-13,24,583
5746,SEX OFFENSE,2020-12-13,2,583
5747,THEFT,2020-12-13,80,583
5748,WEAPONS VIOLATION,2020-12-13,30,583
5749,ARSON,2020-12-14,4,1374
5750,ASSAULT,2020-12-14,52,1374
5751,BATTERY,2020-12-14,85,1374
5752,BURGLARY,2020-12-14,21,1374
5753,CRIMINAL DAMAGE,2020-12-14,43,1374
5754,CRIMINAL TRESPASS,2020-12-14,11,1374
5755,DECEPTIVE PRACTICE,2020-12-14,107,1374
5756,INTERFERENCE WITH PUBLIC OFFICER,2020-12-14,2,1374
5757,INTIMIDATION,2020-12-14,1,1374
5758,KIDNAPPING,2020-12-14,1,1374
5759,MOTOR VEHICLE THEFT,2020-12-14,36,1374
5760,NARCOTICS,2020-12-14,17,1374
5761,OFFENSE INVOLVING CHILDREN,2020-12-14,4,1374
5762,OTHER OFFENSE,2020-12-14,25,1374
5763,ROBBERY,2020-12-14,7,1374
5764,SEX OFFENSE,2020-12-14,2,1374
5765,THEFT,2020-12-14,84,1374
5766,WEAPONS VIOLATION,2020-12-14,26,1374
5767,ARSON,2020-12-15,1,1562
5768,ASSAULT,2020-12-15,32,1562
5769,BATTERY,2020-12-15,64,1562
5770,BURGLARY,2020-12-15,12,1562
5771,CONCEALED CARRY LICENSE VIOLATION,2020-12-15,1,1562
5772,CRIMINAL DAMAGE,2020-12-15,48,1562
5773,CRIMINAL SEXUAL ASSAULT,2020-12-15,1,1562
5774,CRIMINAL TRESPASS,2020-12-15,10,1562
5775,DECEPTIVE PRACTICE,2020-12-15,131,1562
5776,INTERFERENCE WITH PUBLIC OFFICER,2020-12-15,2,1562
5777,MOTOR VEHICLE THEFT,2020-12-15,29,1562
5778,NARCOTICS,2020-12-15,20,1562
5779,OFFENSE INVOLVING CHILDREN,2020-12-15,5,1562
5780,OTHER OFFENSE,2020-12-15,32,1562
5781,ROBBERY,2020-12-15,20,1562
5782,SEX OFFENSE,2020-12-15,1,1562
5783,STALKING,2020-12-15,1,1562
5784,THEFT,2020-12-15,107,1562
5785,WEAPONS VIOLATION,2020-12-15,28,1562
5786,ARSON,2020-12-16,2,1335
5787,ASSAULT,2020-12-16,47,1335
5788,BATTERY,2020-12-16,90,1335
5789,BURGLARY,2020-12-16,21,1335
5790,CRIMINAL DAMAGE,2020-12-16,51,1335
5791,CRIMINAL TRESPASS,2020-12-16,9,1335
5792,DECEPTIVE PRACTICE,2020-12-16,100,1335
5793,HOMICIDE,2020-12-16,1,1335
5794,INTERFERENCE WITH PUBLIC OFFICER,2020-12-16,2,1335
5795,MOTOR VEHICLE THEFT,2020-12-16,21,1335
5796,NARCOTICS,2020-12-16,18,1335
5797,OBSCENITY,2020-12-16,1,1335
5798,OFFENSE INVOLVING CHILDREN,2020-12-16,2,1335
5799,OTHER OFFENSE,2020-12-16,29,1335
5800,PUBLIC PEACE VIOLATION,2020-12-16,2,1335
5801,ROBBERY,2020-12-16,12,1335
5802,STALKING,2020-12-16,2,1335
5803,THEFT,2020-12-16,88,1335
5804,WEAPONS VIOLATION,2020-12-16,15,1335
5805,ARSON,2020-12-17,1,1292
5806,ASSAULT,2020-12-17,41,1292
5807,BATTERY,2020-12-17,83,1292
5808,BURGLARY,2020-12-17,15,1292
5809,CONCEALED CARRY LICENSE VIOLATION,2020-12-17,1,1292
5810,CRIMINAL DAMAGE,2020-12-17,37,1292
5811,CRIMINAL SEXUAL ASSAULT,2020-12-17,5,1292
5812,CRIMINAL TRESPASS,2020-12-17,5,1292
5813,DECEPTIVE PRACTICE,2020-12-17,94,1292
5814,HOMICIDE,2020-12-17,2,1292
5815,INTERFERENCE WITH PUBLIC OFFICER,2020-12-17,1,1292
5816,KIDNAPPING,2020-12-17,1,1292
5817,MOTOR VEHICLE THEFT,2020-12-17,33,1292
5818,NARCOTICS,2020-12-17,13,1292
5819,OFFENSE INVOLVING CHILDREN,2020-12-17,7,1292
5820,OTHER OFFENSE,2020-12-17,29,1292
5821,ROBBERY,2020-12-17,17,1292
5822,THEFT,2020-12-17,97,1292
5823,WEAPONS VIOLATION,2020-12-17,23,1292
5824,ARSON,2020-12-18,1,1212
5825,ASSAULT,2020-12-18,42,1212
5826,BATTERY,2020-12-18,77,1212
5827,BURGLARY,2020-12-18,17,1212
5828,CRIMINAL DAMAGE,2020-12-18,44,1212
5829,CRIMINAL SEXUAL ASSAULT,2020-12-18,6,1212
5830,CRIMINAL TRESPASS,2020-12-18,18,1212
5831,DECEPTIVE PRACTICE,2020-12-18,105,1212
5832,HOMICIDE,2020-12-18,1,1212
5833,INTERFERENCE WITH PUBLIC OFFICER,2020-12-18,1,1212
5834,MOTOR VEHICLE THEFT,2020-12-18,22,1212
5835,NARCOTICS,2020-12-18,19,1212
5836,OFFENSE INVOLVING CHILDREN,2020-12-18,7,1212
5837,OTHER OFFENSE,2020-12-18,39,1212
5838,PUBLIC PEACE VIOLATION,2020-12-18,2,1212
5839,ROBBERY,2020-12-18,21,1212
5840,STALKING,2020-12-18,1,1212
5841,THEFT,2020-12-18,100,1212
5842,WEAPONS VIOLATION,2020-12-18,24,1212
5843,ASSAULT,2020-12-19,46,781
5844,BATTERY,2020-12-19,110,781
5845,BURGLARY,2020-12-19,18,781
5846,CONCEALED CARRY LICENSE VIOLATION,2020-12-19,1,781
5847,CRIMINAL DAMAGE,2020-12-19,55,781
5848,CRIMINAL SEXUAL ASSAULT,2020-12-19,2,781
5849,CRIMINAL TRESPASS,2020-12-19,8,781
5850,DECEPTIVE PRACTICE,2020-12-19,34,781
5851,HOMICIDE,2020-12-19,3,781
5852,INTERFERENCE WITH PUBLIC OFFICER,2020-12-19,4,781
5853,INTIMIDATION,2020-12-19,1,781
5854,LIQUOR LAW VIOLATION,2020-12-19,1,781
5855,MOTOR VEHICLE THEFT,2020-12-19,38,781
5856,NARCOTICS,2020-12-19,13,781
5857,OTHER OFFENSE,2020-12-19,22,781
5858,PUBLIC PEACE VIOLATION,2020-12-19,6,781
5859,ROBBERY,2020-12-19,22,781
5860,SEX OFFENSE,2020-12-19,3,781
5861,STALKING,2020-12-19,1,781
5862,THEFT,2020-12-19,89,781
5863,WEAPONS VIOLATION,2020-12-19,40,781
5864,ARSON,2020-12-20,3,557
5865,ASSAULT,2020-12-20,44,557
5866,BATTERY,2020-12-20,95,557
5867,BURGLARY,2020-12-20,19,557
5868,CRIMINAL DAMAGE,2020-12-20,65,557
5869,CRIMINAL SEXUAL ASSAULT,2020-12-20,3,557
5870,CRIMINAL TRESPASS,2020-12-20,7,557
5871,DECEPTIVE PRACTICE,2020-12-20,70,557
5872,HOMICIDE,2020-12-20,3,557
5873,INTERFERENCE WITH PUBLIC OFFICER,2020-12-20,1,557
5874,MOTOR VEHICLE THEFT,2020-12-20,39,557
5875,NARCOTICS,2020-12-20,15,557
5876,OFFENSE INVOLVING CHILDREN,2020-12-20,5,557
5877,OTHER OFFENSE,2020-12-20,20,557
5878,PUBLIC PEACE VIOLATION,2020-12-20,3,557
5879,ROBBERY,2020-12-20,22,557
5880,SEX OFFENSE,2020-12-20,2,557
5881,THEFT,2020-12-20,72,557
5882,WEAPONS VIOLATION,2020-12-20,31,557
5883,ARSON,2020-12-21,2,1380
5884,ASSAULT,2020-12-21,43,1380
5885,BATTERY,2020-12-21,85,1380
5886,BURGLARY,2020-12-21,20,1380
5887,CONCEALED CARRY LICENSE VIOLATION,2020-12-21,1,1380
5888,CRIMINAL DAMAGE,2020-12-21,60,1380
5889,CRIMINAL SEXUAL ASSAULT,2020-12-21,6,1380
5890,CRIMINAL TRESPASS,2020-12-21,9,1380
5891,DECEPTIVE PRACTICE,2020-12-21,141,1380
5892,HOMICIDE,2020-12-21,3,1380
5893,INTERFERENCE WITH PUBLIC OFFICER,2020-12-21,1,1380
5894,MOTOR VEHICLE THEFT,2020-12-21,24,1380
5895,NARCOTICS,2020-12-21,20,1380
5896,OFFENSE INVOLVING CHILDREN,2020-12-21,1,1380
5897,OTHER OFFENSE,2020-12-21,26,1380
5898,PUBLIC PEACE VIOLATION,2020-12-21,3,1380
5899,ROBBERY,2020-12-21,26,1380
