, PRIMARY DESCRIPTION,Date,Counts
1656,NARCOTICS,2020-02-20,42
4508,OFFENSE INVOLVING CHILDREN,2020-02-20,6
1097,OTHER OFFENSE,2020-02-20,61
5424,PROSTITUTION,2020-02-20,3
6346,PUBLIC PEACE VIOLATION,2020-02-20,1
2962,ROBBERY,2020-02-20,22
5210,SEX OFFENSE,2020-02-20,3
5648,STALKING,2020-02-20,2
54,THEFT,2020-02-20,152
3610,WEAPONS VIOLATION,2020-02-20,16
6233,ARSON,2020-02-21,1
1216,ASSAULT,2020-02-21,56
452,BATTERY,2020-02-21,103
2505,BURGLARY,2020-02-21,27
6976,CONCEALED CARRY LICENSE VIOLATION,2020-02-21,1
5147,CRIM SEXUAL ASSAULT,2020-02-21,3
1105,CRIMINAL DAMAGE,2020-02-21,60
7020,CRIMINAL SEXUAL ASSAULT,2020-02-21,1
3781,CRIMINAL TRESPASS,2020-02-21,14
1852,DECEPTIVE PRACTICE,2020-02-21,37
5704,HOMICIDE,2020-02-21,2
4284,INTERFERENCE WITH PUBLIC OFFICER,2020-02-21,8
5701,KIDNAPPING,2020-02-21,2
6511,LIQUOR LAW VIOLATION,2020-02-21,1
3356,MOTOR VEHICLE THEFT,2020-02-21,19
1246,NARCOTICS,2020-02-21,55
4230,OFFENSE INVOLVING CHILDREN,2020-02-21,9
1700,OTHER OFFENSE,2020-02-21,40
5425,PROSTITUTION,2020-02-21,3
5438,PUBLIC PEACE VIOLATION,2020-02-21,3
1988,ROBBERY,2020-02-21,34
5027,SEX OFFENSE,2020-02-21,4
5630,STALKING,2020-02-21,2
39,THEFT,2020-02-21,157
3611,WEAPONS VIOLATION,2020-02-21,16
5777,ARSON,2020-02-22,2
1301,ASSAULT,2020-02-22,53
51,BATTERY,2020-02-22,153
3275,BURGLARY,2020-02-22,19
813,CRIMINAL DAMAGE,2020-02-22,76
4579,CRIMINAL SEXUAL ASSAULT,2020-02-22,5
3492,CRIMINAL TRESPASS,2020-02-22,17
2036,DECEPTIVE PRACTICE,2020-02-22,34
5706,HOMICIDE,2020-02-22,2
4910,INTERFERENCE WITH PUBLIC OFFICER,2020-02-22,4
4894,LIQUOR LAW VIOLATION,2020-02-22,4
3981,MOTOR VEHICLE THEFT,2020-02-22,12
1583,NARCOTICS,2020-02-22,43
4889,OFFENSE INVOLVING CHILDREN,2020-02-22,4
1559,OTHER OFFENSE,2020-02-22,44
5439,PUBLIC PEACE VIOLATION,2020-02-22,3
2895,ROBBERY,2020-02-22,23
4633,SEX OFFENSE,2020-02-22,5
6588,STALKING,2020-02-22,1
59,THEFT,2020-02-22,150
2430,WEAPONS VIOLATION,2020-02-22,28
1222,ASSAULT,2020-02-23,55
78,BATTERY,2020-02-23,143
2781,BURGLARY,2020-02-23,24
723,CRIMINAL DAMAGE,2020-02-23,82
5102,CRIMINAL SEXUAL ASSAULT,2020-02-23,3
3196,CRIMINAL TRESPASS,2020-02-23,20
2187,DECEPTIVE PRACTICE,2020-02-23,31
5707,HOMICIDE,2020-02-23,2
4507,INTERFERENCE WITH PUBLIC OFFICER,2020-02-23,6
3070,MOTOR VEHICLE THEFT,2020-02-23,21
1870,NARCOTICS,2020-02-23,37
6305,OBSCENITY,2020-02-23,1
4050,OFFENSE INVOLVING CHILDREN,2020-02-23,11
6335,OTHER NARCOTIC VIOLATION,2020-02-23,1
2037,OTHER OFFENSE,2020-02-23,33
4486,PUBLIC PEACE VIOLATION,2020-02-23,6
2571,ROBBERY,2020-02-23,26
5961,SEX OFFENSE,2020-02-23,2
6589,STALKING,2020-02-23,1
206,THEFT,2020-02-23,124
2284,WEAPONS VIOLATION,2020-02-23,30
1943,ASSAULT,2020-02-24,35
397,BATTERY,2020-02-24,107
3089,BURGLARY,2020-02-24,21
1400,CRIMINAL DAMAGE,2020-02-24,49
5104,CRIMINAL SEXUAL ASSAULT,2020-02-24,3
2724,CRIMINAL TRESPASS,2020-02-24,25
1933,DECEPTIVE PRACTICE,2020-02-24,36
6917,HOMICIDE,2020-02-24,1
7209,INTERFERENCE WITH PUBLIC OFFICER,2020-02-24,1
7068,INTIMIDATION,2020-02-24,1
6437,KIDNAPPING,2020-02-24,1
2498,MOTOR VEHICLE THEFT,2020-02-24,27
1724,NARCOTICS,2020-02-24,40
4890,OFFENSE INVOLVING CHILDREN,2020-02-24,4
1412,OTHER OFFENSE,2020-02-24,49
4687,PUBLIC PEACE VIOLATION,2020-02-24,5
3404,ROBBERY,2020-02-24,18
5633,STALKING,2020-02-24,2
30,THEFT,2020-02-24,160
3858,WEAPONS VIOLATION,2020-02-24,13
1576,ASSAULT,2020-02-25,43
493,BATTERY,2020-02-25,99
3272,BURGLARY,2020-02-25,19
1374,CRIMINAL DAMAGE,2020-02-25,50
5932,CRIMINAL SEXUAL ASSAULT,2020-02-25,2
2842,CRIMINAL TRESPASS,2020-02-25,24
1621,DECEPTIVE PRACTICE,2020-02-25,42
6918,HOMICIDE,2020-02-25,1
3725,MOTOR VEHICLE THEFT,2020-02-25,15
2064,NARCOTICS,2020-02-25,33
4512,OFFENSE INVOLVING CHILDREN,2020-02-25,6
1917,OTHER OFFENSE,2020-02-25,36
5440,PUBLIC PEACE VIOLATION,2020-02-25,3
3445,ROBBERY,2020-02-25,18
5211,SEX OFFENSE,2020-02-25,3
314,THEFT,2020-02-25,113
4425,WEAPONS VIOLATION,2020-02-25,7
5776,ARSON,2020-02-26,2
1242,ASSAULT,2020-02-26,55
400,BATTERY,2020-02-26,107
3203,BURGLARY,2020-02-26,20
6977,CONCEALED CARRY LICENSE VIOLATION,2020-02-26,1
1081,CRIMINAL DAMAGE,2020-02-26,62
4649,CRIMINAL SEXUAL ASSAULT,2020-02-26,5
3652,CRIMINAL TRESPASS,2020-02-26,16
1218,DECEPTIVE PRACTICE,2020-02-26,56
5709,HOMICIDE,2020-02-26,2
4667,INTERFERENCE WITH PUBLIC OFFICER,2020-02-26,5
6438,KIDNAPPING,2020-02-26,1
5720,LIQUOR LAW VIOLATION,2020-02-26,2
2521,MOTOR VEHICLE THEFT,2020-02-26,27
1410,NARCOTICS,2020-02-26,49
4320,OFFENSE INVOLVING CHILDREN,2020-02-26,8
1712,OTHER OFFENSE,2020-02-26,40
5598,PUBLIC PEACE VIOLATION,2020-02-26,2
3532,ROBBERY,2020-02-26,17
4630,SEX OFFENSE,2020-02-26,5
6590,STALKING,2020-02-26,1
392,THEFT,2020-02-26,107
4283,WEAPONS VIOLATION,2020-02-26,8
1351,ASSAULT,2020-02-27,51
526,BATTERY,2020-02-27,97
3091,BURGLARY,2020-02-27,21
6978,CONCEALED CARRY LICENSE VIOLATION,2020-02-27,1
1591,CRIMINAL DAMAGE,2020-02-27,43
5081,CRIMINAL SEXUAL ASSAULT,2020-02-27,3
3411,CRIMINAL TRESPASS,2020-02-27,18
1356,DECEPTIVE PRACTICE,2020-02-27,51
5885,INTERFERENCE WITH PUBLIC OFFICER,2020-02-27,2
3194,MOTOR VEHICLE THEFT,2020-02-27,20
1775,NARCOTICS,2020-02-27,39
6030,OFFENSE INVOLVING CHILDREN,2020-02-27,2
1550,OTHER OFFENSE,2020-02-27,44
5008,PROSTITUTION,2020-02-27,4
5596,PUBLIC PEACE VIOLATION,2020-02-27,2
3592,ROBBERY,2020-02-27,16
5212,SEX OFFENSE,2020-02-27,3
6591,STALKING,2020-02-27,1
183,THEFT,2020-02-27,127
3227,WEAPONS VIOLATION,2020-02-27,20
1302,ASSAULT,2020-02-28,53
278,BATTERY,2020-02-28,116
3200,BURGLARY,2020-02-28,20
1026,CRIMINAL DAMAGE,2020-02-28,64
5988,CRIMINAL SEXUAL ASSAULT,2020-02-28,2
2640,CRIMINAL TRESPASS,2020-02-28,26
1357,DECEPTIVE PRACTICE,2020-02-28,51
4665,INTERFERENCE WITH PUBLIC OFFICER,2020-02-28,5
2203,MOTOR VEHICLE THEFT,2020-02-28,31
1542,NARCOTICS,2020-02-28,45
4063,OFFENSE INVOLVING CHILDREN,2020-02-28,11
1755,OTHER OFFENSE,2020-02-28,39
4737,PROSTITUTION,2020-02-28,5
4684,PUBLIC PEACE VIOLATION,2020-02-28,5
3205,ROBBERY,2020-02-28,20
5945,SEX OFFENSE,2020-02-28,2
74,THEFT,2020-02-28,145
3595,WEAPONS VIOLATION,2020-02-28,16
6230,ARSON,2020-02-29,1
1434,ASSAULT,2020-02-29,48
299,BATTERY,2020-02-29,115
3792,BURGLARY,2020-02-29,14
1089,CRIMINAL DAMAGE,2020-02-29,61
5993,CRIMINAL SEXUAL ASSAULT,2020-02-29,2
3484,CRIMINAL TRESPASS,2020-02-29,17
1784,DECEPTIVE PRACTICE,2020-02-29,39
7204,HUMAN TRAFFICKING,2020-02-29,1
4847,INTERFERENCE WITH PUBLIC OFFICER,2020-02-29,4
6512,LIQUOR LAW VIOLATION,2020-02-29,1
3191,MOTOR VEHICLE THEFT,2020-02-29,20
1581,NARCOTICS,2020-02-29,43
4321,OFFENSE INVOLVING CHILDREN,2020-02-29,8
1812,OTHER OFFENSE,2020-02-29,38
5441,PUBLIC PEACE VIOLATION,2020-02-29,3
3149,ROBBERY,2020-02-29,21
6770,SEX OFFENSE,2020-02-29,1
141,THEFT,2020-02-29,132
3417,WEAPONS VIOLATION,2020-02-29,18
6219,ARSON,2020-03-01,1
1511,ASSAULT,2020-03-01,46
65,BATTERY,2020-03-01,147
3682,BURGLARY,2020-03-01,15
5540,CONCEALED CARRY LICENSE VIOLATION,2020-03-01,2
464,CRIMINAL DAMAGE,2020-03-01,102
3871,CRIMINAL SEXUAL ASSAULT,2020-03-01,13
4082,CRIMINAL TRESPASS,2020-03-01,10
1358,DECEPTIVE PRACTICE,2020-03-01,51
5711,HOMICIDE,2020-03-01,2
5899,INTERFERENCE WITH PUBLIC OFFICER,2020-03-01,2
2870,MOTOR VEHICLE THEFT,2020-03-01,23
1682,NARCOTICS,2020-03-01,41
3740,OFFENSE INVOLVING CHILDREN,2020-03-01,15
1260,OTHER OFFENSE,2020-03-01,54
4940,PUBLIC PEACE VIOLATION,2020-03-01,4
3534,ROBBERY,2020-03-01,17
4217,SEX OFFENSE,2020-03-01,9
5635,STALKING,2020-03-01,2
132,THEFT,2020-03-01,133
3064,WEAPONS VIOLATION,2020-03-01,21
1307,ASSAULT,2020-03-02,52
448,BATTERY,2020-03-02,103
3793,BURGLARY,2020-03-02,14
6979,CONCEALED CARRY LICENSE VIOLATION,2020-03-02,1
995,CRIMINAL DAMAGE,2020-03-02,66
4646,CRIMINAL SEXUAL ASSAULT,2020-03-02,5
3783,CRIMINAL TRESPASS,2020-03-02,14
1349,DECEPTIVE PRACTICE,2020-03-02,51
5382,HOMICIDE,2020-03-02,3
4433,INTERFERENCE WITH PUBLIC OFFICER,2020-03-02,7
5672,INTIMIDATION,2020-03-02,2
6439,KIDNAPPING,2020-03-02,1
6513,LIQUOR LAW VIOLATION,2020-03-02,1
3570,MOTOR VEHICLE THEFT,2020-03-02,17
2216,NARCOTICS,2020-03-02,31
4844,OFFENSE INVOLVING CHILDREN,2020-03-02,4
6336,OTHER NARCOTIC VIOLATION,2020-03-02,1
1618,OTHER OFFENSE,2020-03-02,43
4941,PUBLIC PEACE VIOLATION,2020-03-02,4
3757,ROBBERY,2020-03-02,15
5928,SEX OFFENSE,2020-03-02,2
87,THEFT,2020-03-02,142
3333,WEAPONS VIOLATION,2020-03-02,19
1118,ASSAULT,2020-03-03,60
398,BATTERY,2020-03-03,107
2783,BURGLARY,2020-03-03,24
6980,CONCEALED CARRY LICENSE VIOLATION,2020-03-03,1
1148,CRIMINAL DAMAGE,2020-03-03,59
4645,CRIMINAL SEXUAL ASSAULT,2020-03-03,5
2879,CRIMINAL TRESPASS,2020-03-03,23
1052,DECEPTIVE PRACTICE,2020-03-03,63
5693,HOMICIDE,2020-03-03,2
4862,INTERFERENCE WITH PUBLIC OFFICER,2020-03-03,4
3375,MOTOR VEHICLE THEFT,2020-03-03,18
1726,NARCOTICS,2020-03-03,40
4417,OFFENSE INVOLVING CHILDREN,2020-03-03,7
1744,OTHER OFFENSE,2020-03-03,39
4408,ROBBERY,2020-03-03,7
6771,SEX OFFENSE,2020-03-03,1
55,THEFT,2020-03-03,152
3231,WEAPONS VIOLATION,2020-03-03,20
6229,ARSON,2020-03-04,1
954,ASSAULT,2020-03-04,68
373,BATTERY,2020-03-04,109
3470,BURGLARY,2020-03-04,17
1197,CRIMINAL DAMAGE,2020-03-04,57
7021,CRIMINAL SEXUAL ASSAULT,2020-03-04,1
3480,CRIMINAL TRESPASS,2020-03-04,17
1294,DECEPTIVE PRACTICE,2020-03-04,53
6800,GAMBLING,2020-03-04,1
5344,INTERFERENCE WITH PUBLIC OFFICER,2020-03-04,3
5703,KIDNAPPING,2020-03-04,2
6514,LIQUOR LAW VIOLATION,2020-03-04,1
3884,MOTOR VEHICLE THEFT,2020-03-04,13
1648,NARCOTICS,2020-03-04,42
4323,OFFENSE INVOLVING CHILDREN,2020-03-04,8
1353,OTHER OFFENSE,2020-03-04,51
6382,PROSTITUTION,2020-03-04,1
5593,PUBLIC PEACE VIOLATION,2020-03-04,2
2913,ROBBERY,2020-03-04,23
5213,SEX OFFENSE,2020-03-04,3
6592,STALKING,2020-03-04,1
75,THEFT,2020-03-04,144
4547,WEAPONS VIOLATION,2020-03-04,6
1441,ASSAULT,2020-03-05,48
358,BATTERY,2020-03-05,110
3691,BURGLARY,2020-03-05,15
6981,CONCEALED CARRY LICENSE VIOLATION,2020-03-05,1
1146,CRIMINAL DAMAGE,2020-03-05,59
5861,CRIMINAL SEXUAL ASSAULT,2020-03-05,2
4083,CRIMINAL TRESPASS,2020-03-05,10
1661,DECEPTIVE PRACTICE,2020-03-05,41
6815,GAMBLING,2020-03-05,1
5674,HOMICIDE,2020-03-05,2
4288,INTERFERENCE WITH PUBLIC OFFICER,2020-03-05,8
6515,LIQUOR LAW VIOLATION,2020-03-05,1
3187,MOTOR VEHICLE THEFT,2020-03-05,20
1777,NARCOTICS,2020-03-05,39
4087,OFFENSE INVOLVING CHILDREN,2020-03-05,10
1638,OTHER OFFENSE,2020-03-05,42
4496,PROSTITUTION,2020-03-05,6
4680,PUBLIC PEACE VIOLATION,2020-03-05,5
3978,ROBBERY,2020-03-05,12
5214,SEX OFFENSE,2020-03-05,3
94,THEFT,2020-03-05,139
3865,WEAPONS VIOLATION,2020-03-05,13
6228,ARSON,2020-03-06,1
1256,ASSAULT,2020-03-06,54
106,BATTERY,2020-03-06,137
2926,BURGLARY,2020-03-06,23
6982,CONCEALED CARRY LICENSE VIOLATION,2020-03-06,1
991,CRIMINAL DAMAGE,2020-03-06,66
4644,CRIMINAL SEXUAL ASSAULT,2020-03-06,5
3434,CRIMINAL TRESPASS,2020-03-06,18
1241,DECEPTIVE PRACTICE,2020-03-06,55
6919,HOMICIDE,2020-03-06,1
4868,INTERFERENCE WITH PUBLIC OFFICER,2020-03-06,4
6516,LIQUOR LAW VIOLATION,2020-03-06,1
2143,MOTOR VEHICLE THEFT,2020-03-06,32
1646,NARCOTICS,2020-03-06,42
4241,OFFENSE INVOLVING CHILDREN,2020-03-06,9
1319,OTHER OFFENSE,2020-03-06,52
4475,PUBLIC PEACE VIOLATION,2020-03-06,6
3134,ROBBERY,2020-03-06,21
5215,SEX OFFENSE,2020-03-06,3
6593,STALKING,2020-03-06,1
48,THEFT,2020-03-06,153
3234,WEAPONS VIOLATION,2020-03-06,20
5773,ARSON,2020-03-07,2
1562,ASSAULT,2020-03-07,44
122,BATTERY,2020-03-07,135
3195,BURGLARY,2020-03-07,20
1021,CRIMINAL DAMAGE,2020-03-07,65
4353,CRIMINAL SEXUAL ASSAULT,2020-03-07,7
3716,CRIMINAL TRESPASS,2020-03-07,15
1935,DECEPTIVE PRACTICE,2020-03-07,36
4658,INTERFERENCE WITH PUBLIC OFFICER,2020-03-07,5
6517,LIQUOR LAW VIOLATION,2020-03-07,1
3726,MOTOR VEHICLE THEFT,2020-03-07,15
2761,NARCOTICS,2020-03-07,24
4791,OFFENSE INVOLVING CHILDREN,2020-03-07,4
1942,OTHER OFFENSE,2020-03-07,36
5009,PROSTITUTION,2020-03-07,4
4945,PUBLIC PEACE VIOLATION,2020-03-07,4
2654,ROBBERY,2020-03-07,26
5931,SEX OFFENSE,2020-03-07,2
228,THEFT,2020-03-07,121
3035,WEAPONS VIOLATION,2020-03-07,22
1193,ASSAULT,2020-03-08,57
64,BATTERY,2020-03-08,147
3283,BURGLARY,2020-03-08,19
6983,CONCEALED CARRY LICENSE VIOLATION,2020-03-08,1
845,CRIMINAL DAMAGE,2020-03-08,74
4456,CRIMINAL SEXUAL ASSAULT,2020-03-08,6
3657,CRIMINAL TRESPASS,2020-03-08,16
2746,DECEPTIVE PRACTICE,2020-03-08,25
6920,HOMICIDE,2020-03-08,1
4538,INTERFERENCE WITH PUBLIC OFFICER,2020-03-08,6
3108,MOTOR VEHICLE THEFT,2020-03-08,21
1727,NARCOTICS,2020-03-08,40
6306,OBSCENITY,2020-03-08,1
5858,OFFENSE INVOLVING CHILDREN,2020-03-08,2
1939,OTHER OFFENSE,2020-03-08,36
5421,PUBLIC PEACE VIOLATION,2020-03-08,3
3555,ROBBERY,2020-03-08,17
6772,SEX OFFENSE,2020-03-08,1
6594,STALKING,2020-03-08,1
123,THEFT,2020-03-08,135
2682,WEAPONS VIOLATION,2020-03-08,25
1452,ASSAULT,2020-03-09,48
204,BATTERY,2020-03-09,124
3079,BURGLARY,2020-03-09,21
1402,CRIMINAL DAMAGE,2020-03-09,49
5108,CRIMINAL SEXUAL ASSAULT,2020-03-09,3
3939,CRIMINAL TRESPASS,2020-03-09,12
2063,DECEPTIVE PRACTICE,2020-03-09,33
6921,HOMICIDE,2020-03-09,1
7210,INTERFERENCE WITH PUBLIC OFFICER,2020-03-09,1
7069,INTIMIDATION,2020-03-09,1
2811,MOTOR VEHICLE THEFT,2020-03-09,24
2094,NARCOTICS,2020-03-09,33
3965,OFFENSE INVOLVING CHILDREN,2020-03-09,12
1736,OTHER OFFENSE,2020-03-09,40
5426,PROSTITUTION,2020-03-09,3
6347,PUBLIC PEACE VIOLATION,2020-03-09,1
3388,ROBBERY,2020-03-09,18
5217,SEX OFFENSE,2020-03-09,3
6595,STALKING,2020-03-09,1
179,THEFT,2020-03-09,127
3577,WEAPONS VIOLATION,2020-03-09,16
1396,ASSAULT,2020-03-10,49
415,BATTERY,2020-03-10,106
3800,BURGLARY,2020-03-10,14
6984,CONCEALED CARRY LICENSE VIOLATION,2020-03-10,1
1442,CRIMINAL DAMAGE,2020-03-10,48
4638,CRIMINAL SEXUAL ASSAULT,2020-03-10,5
3785,CRIMINAL TRESPASS,2020-03-10,14
1886,DECEPTIVE PRACTICE,2020-03-10,37
6922,HOMICIDE,2020-03-10,1
4654,INTERFERENCE WITH PUBLIC OFFICER,2020-03-10,5
6518,LIQUOR LAW VIOLATION,2020-03-10,1
2725,MOTOR VEHICLE THEFT,2020-03-10,25
1580,NARCOTICS,2020-03-10,43
4339,OFFENSE INVOLVING CHILDREN,2020-03-10,7
1544,OTHER OFFENSE,2020-03-10,45
5011,PROSTITUTION,2020-03-10,4
6348,PUBLIC PEACE VIOLATION,2020-03-10,1
4201,ROBBERY,2020-03-10,9
5927,SEX OFFENSE,2020-03-10,2
5646,STALKING,2020-03-10,2
167,THEFT,2020-03-10,129
3742,WEAPONS VIOLATION,2020-03-10,15
6227,ARSON,2020-03-11,1
1057,ASSAULT,2020-03-11,63
490,BATTERY,2020-03-11,100
3697,BURGLARY,2020-03-11,15
1144,CRIMINAL DAMAGE,2020-03-11,59
5115,CRIMINAL SEXUAL ASSAULT,2020-03-11,3
3650,CRIMINAL TRESPASS,2020-03-11,16
1885,DECEPTIVE PRACTICE,2020-03-11,37
6088,INTERFERENCE WITH PUBLIC OFFICER,2020-03-11,2
6519,LIQUOR LAW VIOLATION,2020-03-11,1
3569,MOTOR VEHICLE THEFT,2020-03-11,17
1761,NARCOTICS,2020-03-11,39
5110,OFFENSE INVOLVING CHILDREN,2020-03-11,3
1507,OTHER OFFENSE,2020-03-11,46
5376,PUBLIC PEACE VIOLATION,2020-03-11,3
4003,ROBBERY,2020-03-11,12
5935,SEX OFFENSE,2020-03-11,2
6596,STALKING,2020-03-11,1
40,THEFT,2020-03-11,157
4085,WEAPONS VIOLATION,2020-03-11,10
1106,ASSAULT,2020-03-12,60
125,BATTERY,2020-03-12,134
3623,BURGLARY,2020-03-12,16
1121,CRIMINAL DAMAGE,2020-03-12,60
5024,CRIMINAL SEXUAL ASSAULT,2020-03-12,4
2715,CRIMINAL TRESPASS,2020-03-12,25
1503,DECEPTIVE PRACTICE,2020-03-12,46
4652,INTERFERENCE WITH PUBLIC OFFICER,2020-03-12,5
3110,MOTOR VEHICLE THEFT,2020-03-12,21
1415,NARCOTICS,2020-03-12,49
4478,OFFENSE INVOLVING CHILDREN,2020-03-12,6
1261,OTHER OFFENSE,2020-03-12,54
4166,PUBLIC PEACE VIOLATION,2020-03-12,9
3999,ROBBERY,2020-03-12,12
5937,SEX OFFENSE,2020-03-12,2
263,THEFT,2020-03-12,117
3866,WEAPONS VIOLATION,2020-03-12,13
5183,ARSON,2020-03-13,3
1323,ASSAULT,2020-03-13,52
162,BATTERY,2020-03-13,129
2927,BURGLARY,2020-03-13,23
736,CRIMINAL DAMAGE,2020-03-13,81
4629,CRIMINAL SEXUAL ASSAULT,2020-03-13,5
3787,CRIMINAL TRESPASS,2020-03-13,14
1488,DECEPTIVE PRACTICE,2020-03-13,46
6923,HOMICIDE,2020-03-13,1
4869,INTERFERENCE WITH PUBLIC OFFICER,2020-03-13,4
7070,INTIMIDATION,2020-03-13,1
5721,LIQUOR LAW VIOLATION,2020-03-13,2
2807,MOTOR VEHICLE THEFT,2020-03-13,24
1490,NARCOTICS,2020-03-13,46
5097,OFFENSE INVOLVING CHILDREN,2020-03-13,3
1738,OTHER OFFENSE,2020-03-13,40
5605,PUBLIC PEACE VIOLATION,2020-03-13,2
2479,ROBBERY,2020-03-13,28
5939,SEX OFFENSE,2020-03-13,2
6597,STALKING,2020-03-13,1
66,THEFT,2020-03-13,147
3391,WEAPONS VIOLATION,2020-03-13,18
1326,ASSAULT,2020-03-14,52
52,BATTERY,2020-03-14,153
3442,BURGLARY,2020-03-14,18
6985,CONCEALED CARRY LICENSE VIOLATION,2020-03-14,1
1119,CRIMINAL DAMAGE,2020-03-14,60
4623,CRIMINAL SEXUAL ASSAULT,2020-03-14,5
3661,CRIMINAL TRESPASS,2020-03-14,16
2452,DECEPTIVE PRACTICE,2020-03-14,28
5379,HOMICIDE,2020-03-14,3
4651,INTERFERENCE WITH PUBLIC OFFICER,2020-03-14,5
6440,KIDNAPPING,2020-03-14,1
6520,LIQUOR LAW VIOLATION,2020-03-14,1
1824,MOTOR VEHICLE THEFT,2020-03-14,38
1972,NARCOTICS,2020-03-14,35
5085,OFFENSE INVOLVING CHILDREN,2020-03-14,3
2384,OTHER OFFENSE,2020-03-14,29
4698,PUBLIC PEACE VIOLATION,2020-03-14,5
3789,ROBBERY,2020-03-14,14
4625,SEX OFFENSE,2020-03-14,5
6598,STALKING,2020-03-14,1
201,THEFT,2020-03-14,124
3280,WEAPONS VIOLATION,2020-03-14,19
1467,ASSAULT,2020-03-15,47
53,BATTERY,2020-03-15,152
2491,BURGLARY,2020-03-15,27
6986,CONCEALED CARRY LICENSE VIOLATION,2020-03-15,1
944,CRIMINAL DAMAGE,2020-03-15,68
5111,CRIMINAL SEXUAL ASSAULT,2020-03-15,3
3621,CRIMINAL TRESPASS,2020-03-15,16
1878,DECEPTIVE PRACTICE,2020-03-15,37
6924,HOMICIDE,2020-03-15,1
7211,INTERFERENCE WITH PUBLIC OFFICER,2020-03-15,1
3588,MOTOR VEHICLE THEFT,2020-03-15,16
2974,NARCOTICS,2020-03-15,22
4449,OFFENSE INVOLVING CHILDREN,2020-03-15,6
1971,OTHER OFFENSE,2020-03-15,35
5374,PUBLIC PEACE VIOLATION,2020-03-15,3
3749,ROBBERY,2020-03-15,15
4368,SEX OFFENSE,2020-03-15,7
6569,STALKING,2020-03-15,1
312,THEFT,2020-03-15,114
3844,WEAPONS VIOLATION,2020-03-15,14
5771,ARSON,2020-03-16,2
1371,ASSAULT,2020-03-16,50
469,BATTERY,2020-03-16,101
3466,BURGLARY,2020-03-16,17
1283,CRIMINAL DAMAGE,2020-03-16,53
7022,CRIMINAL SEXUAL ASSAULT,2020-03-16,1
4057,CRIMINAL TRESPASS,2020-03-16,11
1526,DECEPTIVE PRACTICE,2020-03-16,45
5676,HOMICIDE,2020-03-16,2
4864,INTERFERENCE WITH PUBLIC OFFICER,2020-03-16,4
6521,LIQUOR LAW VIOLATION,2020-03-16,1
3178,MOTOR VEHICLE THEFT,2020-03-16,20
2347,NARCOTICS,2020-03-16,29
4565,OFFENSE INVOLVING CHILDREN,2020-03-16,6
6369,OTHER NARCOTIC VIOLATION,2020-03-16,1
1922,OTHER OFFENSE,2020-03-16,36
6349,PUBLIC PEACE VIOLATION,2020-03-16,1
3869,ROBBERY,2020-03-16,13
5218,SEX OFFENSE,2020-03-16,3
6568,STALKING,2020-03-16,1
253,THEFT,2020-03-16,118
3984,WEAPONS VIOLATION,2020-03-16,12
5769,ARSON,2020-03-17,2
1445,ASSAULT,2020-03-17,48
326,BATTERY,2020-03-17,112
3804,BURGLARY,2020-03-17,14
1030,CRIMINAL DAMAGE,2020-03-17,64
6121,CRIMINAL SEXUAL ASSAULT,2020-03-17,2
3476,CRIMINAL TRESPASS,2020-03-17,17
1432,DECEPTIVE PRACTICE,2020-03-17,48
5808,GAMBLING,2020-03-17,2
5345,INTERFERENCE WITH PUBLIC OFFICER,2020-03-17,3
6441,KIDNAPPING,2020-03-17,1
3112,MOTOR VEHICLE THEFT,2020-03-17,21
2344,NARCOTICS,2020-03-17,29
4588,OFFENSE INVOLVING CHILDREN,2020-03-17,5
1596,OTHER OFFENSE,2020-03-17,43
6370,PUBLIC INDECENCY,2020-03-17,1
4714,PUBLIC PEACE VIOLATION,2020-03-17,5
3140,ROBBERY,2020-03-17,21
286,THEFT,2020-03-17,116
3229,WEAPONS VIOLATION,2020-03-17,20
1253,ASSAULT,2020-03-18,54
389,BATTERY,2020-03-18,107
3465,BURGLARY,2020-03-18,17
1029,CRIMINAL DAMAGE,2020-03-18,64
7023,CRIMINAL SEXUAL ASSAULT,2020-03-18,1
3651,CRIMINAL TRESPASS,2020-03-18,16
2915,DECEPTIVE PRACTICE,2020-03-18,23
6925,HOMICIDE,2020-03-18,1
4592,INTERFERENCE WITH PUBLIC OFFICER,2020-03-18,5
2799,MOTOR VEHICLE THEFT,2020-03-18,24
2880,NARCOTICS,2020-03-18,23
5504,OFFENSE INVOLVING CHILDREN,2020-03-18,3
1926,OTHER OFFENSE,2020-03-18,36
5310,PUBLIC PEACE VIOLATION,2020-03-18,3
3141,ROBBERY,2020-03-18,21
4490,SEX OFFENSE,2020-03-18,6
390,THEFT,2020-03-18,107
3739,WEAPONS VIOLATION,2020-03-18,15
1758,ASSAULT,2020-03-19,39
371,BATTERY,2020-03-19,109
2158,BURGLARY,2020-03-19,32
1322,CRIMINAL DAMAGE,2020-03-19,52
4590,CRIMINAL TRESPASS,2020-03-19,5
2101,DECEPTIVE PRACTICE,2020-03-19,32
2142,MOTOR VEHICLE THEFT,2020-03-19,32
3556,NARCOTICS,2020-03-19,17
4607,OFFENSE INVOLVING CHILDREN,2020-03-19,5
2593,OTHER OFFENSE,2020-03-19,26
3383,ROBBERY,2020-03-19,18
5943,SEX OFFENSE,2020-03-19,2
6567,STALKING,2020-03-19,1
620,THEFT,2020-03-19,89
4005,WEAPONS VIOLATION,2020-03-19,12
5760,ARSON,2020-03-20,2
