, PRIMARY DESCRIPTION,Date,Counts
4202,CRIMINAL TRESPASS,2020-11-13,9
870,DECEPTIVE PRACTICE,2020-11-13,72
5941,HOMICIDE,2020-11-13,2
5575,INTERFERENCE WITH PUBLIC OFFICER,2020-11-13,2
5811,INTIMIDATION,2020-11-13,2
6423,KIDNAPPING,2020-11-13,1
6491,LIQUOR LAW VIOLATION,2020-11-13,1
2726,MOTOR VEHICLE THEFT,2020-11-13,25
3640,NARCOTICS,2020-11-13,16
4752,OFFENSE INVOLVING CHILDREN,2020-11-13,5
2155,OTHER OFFENSE,2020-11-13,32
6393,PROSTITUTION,2020-11-13,1
5990,PUBLIC PEACE VIOLATION,2020-11-13,2
3684,ROBBERY,2020-11-13,15
6758,SEX OFFENSE,2020-11-13,1
334,THEFT,2020-11-13,112
3704,WEAPONS VIOLATION,2020-11-13,15
1513,ASSAULT,2020-11-14,46
523,BATTERY,2020-11-14,97
3668,BURGLARY,2020-11-14,15
1128,CRIMINAL DAMAGE,2020-11-14,59
6831,CRIMINAL SEXUAL ASSAULT,2020-11-14,1
4662,CRIMINAL TRESPASS,2020-11-14,5
2132,DECEPTIVE PRACTICE,2020-11-14,32
5940,HOMICIDE,2020-11-14,2
2067,MOTOR VEHICLE THEFT,2020-11-14,33
3641,NARCOTICS,2020-11-14,16
4569,OFFENSE INVOLVING CHILDREN,2020-11-14,6
2458,OTHER OFFENSE,2020-11-14,28
6678,PUBLIC PEACE VIOLATION,2020-11-14,1
3370,ROBBERY,2020-11-14,18
6759,SEX OFFENSE,2020-11-14,1
6606,STALKING,2020-11-14,1
678,THEFT,2020-11-14,85
3401,WEAPONS VIOLATION,2020-11-14,18
5468,ARSON,2020-11-15,3
1545,ASSAULT,2020-11-15,44
343,BATTERY,2020-11-15,111
3642,BURGLARY,2020-11-15,16
904,CRIMINAL DAMAGE,2020-11-15,71
5506,CRIMINAL SEXUAL ASSAULT,2020-11-15,3
4001,CRIMINAL TRESPASS,2020-11-15,12
1619,DECEPTIVE PRACTICE,2020-11-15,42
7101,INTERFERENCE WITH PUBLIC OFFICER,2020-11-15,1
2750,MOTOR VEHICLE THEFT,2020-11-15,25
3916,NARCOTICS,2020-11-15,13
4786,OFFENSE INVOLVING CHILDREN,2020-11-15,4
2517,OTHER OFFENSE,2020-11-15,27
5951,PUBLIC PEACE VIOLATION,2020-11-15,2
3410,ROBBERY,2020-11-15,18
6760,SEX OFFENSE,2020-11-15,1
569,THEFT,2020-11-15,93
3004,WEAPONS VIOLATION,2020-11-15,22
6201,ARSON,2020-11-16,1
1772,ASSAULT,2020-11-16,39
587,BATTERY,2020-11-16,92
2847,BURGLARY,2020-11-16,24
7048,CONCEALED CARRY LICENSE VIOLATION,2020-11-16,1
1285,CRIMINAL DAMAGE,2020-11-16,53
5466,CRIMINAL SEXUAL ASSAULT,2020-11-16,3
5055,CRIMINAL TRESPASS,2020-11-16,4
1074,DECEPTIVE PRACTICE,2020-11-16,62
7244,HOMICIDE,2020-11-16,1
7102,INTERFERENCE WITH PUBLIC OFFICER,2020-11-16,1
1455,MOTOR VEHICLE THEFT,2020-11-16,48
3583,NARCOTICS,2020-11-16,16
5456,OFFENSE INVOLVING CHILDREN,2020-11-16,3
2151,OTHER OFFENSE,2020-11-16,32
6679,PUBLIC PEACE VIOLATION,2020-11-16,1
3683,ROBBERY,2020-11-16,15
6761,SEX OFFENSE,2020-11-16,1
674,THEFT,2020-11-16,85
2845,WEAPONS VIOLATION,2020-11-16,24
1269,ASSAULT,2020-11-17,54
831,BATTERY,2020-11-17,75
3674,BURGLARY,2020-11-17,15
1517,CRIMINAL DAMAGE,2020-11-17,45
4618,CRIMINAL TRESPASS,2020-11-17,5
1091,DECEPTIVE PRACTICE,2020-11-17,61
7103,INTERFERENCE WITH PUBLIC OFFICER,2020-11-17,1
7147,INTIMIDATION,2020-11-17,1
5742,KIDNAPPING,2020-11-17,2
2748,MOTOR VEHICLE THEFT,2020-11-17,25
2653,NARCOTICS,2020-11-17,26
4718,OFFENSE INVOLVING CHILDREN,2020-11-17,5
2059,OTHER OFFENSE,2020-11-17,33
6732,RITUALISM,2020-11-17,1
3236,ROBBERY,2020-11-17,20
6762,SEX OFFENSE,2020-11-17,1
6607,STALKING,2020-11-17,1
434,THEFT,2020-11-17,104
3530,WEAPONS VIOLATION,2020-11-17,17
6267,ARSON,2020-11-18,1
1994,ASSAULT,2020-11-18,34
961,BATTERY,2020-11-18,68
3808,BURGLARY,2020-11-18,14
1004,CRIMINAL DAMAGE,2020-11-18,65
6045,CRIMINAL SEXUAL ASSAULT,2020-11-18,2
4000,CRIMINAL TRESPASS,2020-11-18,12
1170,DECEPTIVE PRACTICE,2020-11-18,58
7245,HOMICIDE,2020-11-18,1
1980,MOTOR VEHICLE THEFT,2020-11-18,35
3699,NARCOTICS,2020-11-18,15
5457,OFFENSE INVOLVING CHILDREN,2020-11-18,3
3000,OTHER OFFENSE,2020-11-18,22
5488,PUBLIC PEACE VIOLATION,2020-11-18,3
2808,ROBBERY,2020-11-18,24
5148,SEX OFFENSE,2020-11-18,3
329,THEFT,2020-11-18,112
3644,WEAPONS VIOLATION,2020-11-18,16
6198,ARSON,2020-11-19,1
1510,ASSAULT,2020-11-19,46
512,BATTERY,2020-11-19,98
4319,BURGLARY,2020-11-19,8
836,CRIMINAL DAMAGE,2020-11-19,75
6023,CRIMINAL SEXUAL ASSAULT,2020-11-19,2
4293,CRIMINAL TRESPASS,2020-11-19,8
1393,DECEPTIVE PRACTICE,2020-11-19,49
2427,MOTOR VEHICLE THEFT,2020-11-19,28
4356,NARCOTICS,2020-11-19,7
5458,OFFENSE INVOLVING CHILDREN,2020-11-19,3
2313,OTHER OFFENSE,2020-11-19,30
1785,ROBBERY,2020-11-19,39
6763,SEX OFFENSE,2020-11-19,1
459,THEFT,2020-11-19,102
3812,WEAPONS VIOLATION,2020-11-19,14
1202,ASSAULT,2020-11-20,56
229,BATTERY,2020-11-20,121
2940,BURGLARY,2020-11-20,23
1048,CRIMINAL DAMAGE,2020-11-20,63
5479,CRIMINAL SEXUAL ASSAULT,2020-11-20,3
4429,CRIMINAL TRESPASS,2020-11-20,7
818,DECEPTIVE PRACTICE,2020-11-20,76
5930,HOMICIDE,2020-11-20,2
5010,INTERFERENCE WITH PUBLIC OFFICER,2020-11-20,4
1908,MOTOR VEHICLE THEFT,2020-11-20,36
3920,NARCOTICS,2020-11-20,13
4373,OFFENSE INVOLVING CHILDREN,2020-11-20,7
2149,OTHER OFFENSE,2020-11-20,32
5483,PUBLIC PEACE VIOLATION,2020-11-20,3
2188,ROBBERY,2020-11-20,31
6733,SEX OFFENSE,2020-11-20,1
6608,STALKING,2020-11-20,1
198,THEFT,2020-11-20,125
2463,WEAPONS VIOLATION,2020-11-20,28
6205,ARSON,2020-11-21,1
1574,ASSAULT,2020-11-21,44
607,BATTERY,2020-11-21,90
2846,BURGLARY,2020-11-21,24
989,CRIMINAL DAMAGE,2020-11-21,66
4993,CRIMINAL SEXUAL ASSAULT,2020-11-21,4
4068,CRIMINAL TRESPASS,2020-11-21,10
2612,DECEPTIVE PRACTICE,2020-11-21,26
6866,GAMBLING,2020-11-21,1
5363,HOMICIDE,2020-11-21,3
5161,INTERFERENCE WITH PUBLIC OFFICER,2020-11-21,3
6424,KIDNAPPING,2020-11-21,1
1734,MOTOR VEHICLE THEFT,2020-11-21,40
3943,NARCOTICS,2020-11-21,12
4835,OFFENSE INVOLVING CHILDREN,2020-11-21,4
2258,OTHER OFFENSE,2020-11-21,31
5942,PUBLIC PEACE VIOLATION,2020-11-21,2
2025,ROBBERY,2020-11-21,34
5150,SEX OFFENSE,2020-11-21,3
511,THEFT,2020-11-21,98
2182,WEAPONS VIOLATION,2020-11-21,31
5475,ARSON,2020-11-22,3
1954,ASSAULT,2020-11-22,35
554,BATTERY,2020-11-22,94
3405,BURGLARY,2020-11-22,18
7049,CONCEALED CARRY LICENSE VIOLATION,2020-11-22,1
838,CRIMINAL DAMAGE,2020-11-22,74
6801,CRIMINAL SEXUAL ASSAULT,2020-11-22,1
4027,CRIMINAL TRESPASS,2020-11-22,11
1449,DECEPTIVE PRACTICE,2020-11-22,48
7246,HOMICIDE,2020-11-22,1
2009,MOTOR VEHICLE THEFT,2020-11-22,34
3394,NARCOTICS,2020-11-22,18
4552,OFFENSE INVOLVING CHILDREN,2020-11-22,6
2759,OTHER OFFENSE,2020-11-22,24
5867,PUBLIC PEACE VIOLATION,2020-11-22,2
2193,ROBBERY,2020-11-22,31
5193,STALKING,2020-11-22,3
794,THEFT,2020-11-22,78
3175,WEAPONS VIOLATION,2020-11-22,20
6187,ARSON,2020-11-23,1
1321,ASSAULT,2020-11-23,52
605,BATTERY,2020-11-23,91
2975,BURGLARY,2020-11-23,22
1096,CRIMINAL DAMAGE,2020-11-23,61
4990,CRIMINAL SEXUAL ASSAULT,2020-11-23,4
4439,CRIMINAL TRESPASS,2020-11-23,7
1254,DECEPTIVE PRACTICE,2020-11-23,54
5956,HOMICIDE,2020-11-23,2
7104,INTERFERENCE WITH PUBLIC OFFICER,2020-11-23,1
5813,INTIMIDATION,2020-11-23,2
1743,MOTOR VEHICLE THEFT,2020-11-23,39
3934,NARCOTICS,2020-11-23,13
4553,OFFENSE INVOLVING CHILDREN,2020-11-23,6
2717,OTHER OFFENSE,2020-11-23,25
6394,PROSTITUTION,2020-11-23,1
6680,PUBLIC PEACE VIOLATION,2020-11-23,1
1632,ROBBERY,2020-11-23,42
6063,SEX OFFENSE,2020-11-23,2
680,THEFT,2020-11-23,85
3531,WEAPONS VIOLATION,2020-11-23,17
5489,ARSON,2020-11-24,3
1673,ASSAULT,2020-11-24,41
841,BATTERY,2020-11-24,74
3851,BURGLARY,2020-11-24,14
1433,CRIMINAL DAMAGE,2020-11-24,48
4457,CRIMINAL SEXUAL ASSAULT,2020-11-24,6
4084,CRIMINAL TRESPASS,2020-11-24,10
1137,DECEPTIVE PRACTICE,2020-11-24,59
5366,HOMICIDE,2020-11-24,3
7105,INTERFERENCE WITH PUBLIC OFFICER,2020-11-24,1
7148,INTIMIDATION,2020-11-24,1
6425,KIDNAPPING,2020-11-24,1
2220,MOTOR VEHICLE THEFT,2020-11-24,31
3839,NARCOTICS,2020-11-24,14
4721,OFFENSE INVOLVING CHILDREN,2020-11-24,5
2081,OTHER OFFENSE,2020-11-24,33
2286,ROBBERY,2020-11-24,30
5143,SEX OFFENSE,2020-11-24,3
6609,STALKING,2020-11-24,1
525,THEFT,2020-11-24,97
3167,WEAPONS VIOLATION,2020-11-24,20
6165,ARSON,2020-11-25,1
1671,ASSAULT,2020-11-25,41
718,BATTERY,2020-11-25,82
3478,BURGLARY,2020-11-25,17
1259,CRIMINAL DAMAGE,2020-11-25,54
4986,CRIMINAL SEXUAL ASSAULT,2020-11-25,4
5062,CRIMINAL TRESPASS,2020-11-25,4
1350,DECEPTIVE PRACTICE,2020-11-25,51
2437,MOTOR VEHICLE THEFT,2020-11-25,28
3400,NARCOTICS,2020-11-25,18
4378,OFFENSE INVOLVING CHILDREN,2020-11-25,7
2516,OTHER OFFENSE,2020-11-25,27
6122,PUBLIC PEACE VIOLATION,2020-11-25,2
3040,ROBBERY,2020-11-25,22
6667,SEX OFFENSE,2020-11-25,1
6610,STALKING,2020-11-25,1
566,THEFT,2020-11-25,94
3105,WEAPONS VIOLATION,2020-11-25,21
5499,ARSON,2020-11-26,3
1719,ASSAULT,2020-11-26,40
714,BATTERY,2020-11-26,83
2648,BURGLARY,2020-11-26,26
1186,CRIMINAL DAMAGE,2020-11-26,57
6802,CRIMINAL SEXUAL ASSAULT,2020-11-26,1
4441,CRIMINAL TRESPASS,2020-11-26,7
3266,DECEPTIVE PRACTICE,2020-11-26,19
7247,HOMICIDE,2020-11-26,1
3416,MOTOR VEHICLE THEFT,2020-11-26,18
5191,NARCOTICS,2020-11-26,3
4183,OFFENSE INVOLVING CHILDREN,2020-11-26,9
3565,OTHER OFFENSE,2020-11-26,17
6395,PROSTITUTION,2020-11-26,1
3932,ROBBERY,2020-11-26,13
5151,SEX OFFENSE,2020-11-26,3
6611,STALKING,2020-11-26,1
1291,THEFT,2020-11-26,53
2562,WEAPONS VIOLATION,2020-11-26,27
6145,ARSON,2020-11-27,2
1962,ASSAULT,2020-11-27,35
323,BATTERY,2020-11-27,112
3085,BURGLARY,2020-11-27,21
7050,CONCEALED CARRY LICENSE VIOLATION,2020-11-27,1
931,CRIMINAL DAMAGE,2020-11-27,69
4581,CRIMINAL SEXUAL ASSAULT,2020-11-27,5
4250,CRIMINAL TRESPASS,2020-11-27,8
1575,DECEPTIVE PRACTICE,2020-11-27,44
4631,HOMICIDE,2020-11-27,5
7149,INTIMIDATION,2020-11-27,1
2509,MOTOR VEHICLE THEFT,2020-11-27,27
2586,NARCOTICS,2020-11-27,26
4379,OFFENSE INVOLVING CHILDREN,2020-11-27,7
2434,OTHER OFFENSE,2020-11-27,28
6681,PUBLIC PEACE VIOLATION,2020-11-27,1
2809,ROBBERY,2020-11-27,24
6666,SEX OFFENSE,2020-11-27,1
6612,STALKING,2020-11-27,1
470,THEFT,2020-11-27,101
1337,WEAPONS VIOLATION,2020-11-27,51
4616,ARSON,2020-11-28,5
1769,ASSAULT,2020-11-28,39
826,BATTERY,2020-11-28,75
3846,BURGLARY,2020-11-28,14
7051,CONCEALED CARRY LICENSE VIOLATION,2020-11-28,1
1122,CRIMINAL DAMAGE,2020-11-28,60
4578,CRIMINAL SEXUAL ASSAULT,2020-11-28,5
4196,CRIMINAL TRESPASS,2020-11-28,9
2175,DECEPTIVE PRACTICE,2020-11-28,31
5960,HOMICIDE,2020-11-28,2
5163,INTERFERENCE WITH PUBLIC OFFICER,2020-11-28,3
7150,INTIMIDATION,2020-11-28,1
6492,LIQUOR LAW VIOLATION,2020-11-28,1
2108,MOTOR VEHICLE THEFT,2020-11-28,32
3655,NARCOTICS,2020-11-28,16
4380,OFFENSE INVOLVING CHILDREN,2020-11-28,7
3239,OTHER OFFENSE,2020-11-28,20
6396,PROSTITUTION,2020-11-28,1
6027,PUBLIC PEACE VIOLATION,2020-11-28,2
2810,ROBBERY,2020-11-28,24
6665,SEX OFFENSE,2020-11-28,1
6613,STALKING,2020-11-28,1
535,THEFT,2020-11-28,96
1781,WEAPONS VIOLATION,2020-11-28,39
6064,ARSON,2020-11-29,2
1998,ASSAULT,2020-11-29,34
292,BATTERY,2020-11-29,115
3922,BURGLARY,2020-11-29,13
933,CRIMINAL DAMAGE,2020-11-29,69
4451,CRIMINAL SEXUAL ASSAULT,2020-11-29,6
4195,CRIMINAL TRESPASS,2020-11-29,9
1399,DECEPTIVE PRACTICE,2020-11-29,49
5038,HOMICIDE,2020-11-29,4
7151,INTIMIDATION,2020-11-29,1
2494,MOTOR VEHICLE THEFT,2020-11-29,27
3147,NARCOTICS,2020-11-29,21
6298,OFFENSE INVOLVING CHILDREN,2020-11-29,1
2157,OTHER OFFENSE,2020-11-29,32
6340,PUBLIC INDECENCY,2020-11-29,1
2002,ROBBERY,2020-11-29,34
5153,SEX OFFENSE,2020-11-29,3
6614,STALKING,2020-11-29,1
908,THEFT,2020-11-29,71
2396,WEAPONS VIOLATION,2020-11-29,29
1981,ASSAULT,2020-11-30,35
543,BATTERY,2020-11-30,95
3409,BURGLARY,2020-11-30,18
1914,CRIMINAL DAMAGE,2020-11-30,36
6129,CRIMINAL SEXUAL ASSAULT,2020-11-30,2
4474,CRIMINAL TRESPASS,2020-11-30,6
951,DECEPTIVE PRACTICE,2020-11-30,68
7248,HOMICIDE,2020-11-30,1
5567,INTERFERENCE WITH PUBLIC OFFICER,2020-11-30,2
7152,INTIMIDATION,2020-11-30,1
6426,KIDNAPPING,2020-11-30,1
2734,MOTOR VEHICLE THEFT,2020-11-30,25
4073,NARCOTICS,2020-11-30,10
5460,OFFENSE INVOLVING CHILDREN,2020-11-30,3
2308,OTHER OFFENSE,2020-11-30,30
6682,PUBLIC PEACE VIOLATION,2020-11-30,1
3777,ROBBERY,2020-11-30,14
4710,SEX OFFENSE,2020-11-30,5
467,THEFT,2020-11-30,101
2912,WEAPONS VIOLATION,2020-11-30,23
5621,ARSON,2020-12-01,2
1807,ASSAULT,2020-12-01,38
713,BATTERY,2020-12-01,83
3435,BURGLARY,2020-12-01,18
1837,CRIMINAL DAMAGE,2020-12-01,37
6158,CRIMINAL SEXUAL ASSAULT,2020-12-01,2
4473,CRIMINAL TRESPASS,2020-12-01,6
458,DECEPTIVE PRACTICE,2020-12-01,102
7106,INTERFERENCE WITH PUBLIC OFFICER,2020-12-01,1
7153,INTIMIDATION,2020-12-01,1
2382,MOTOR VEHICLE THEFT,2020-12-01,29
3672,NARCOTICS,2020-12-01,15
5461,OFFENSE INVOLVING CHILDREN,2020-12-01,3
2217,OTHER OFFENSE,2020-12-01,31
3228,ROBBERY,2020-12-01,20
5610,SEX OFFENSE,2020-12-01,2
324,THEFT,2020-12-01,112
3217,WEAPONS VIOLATION,2020-12-01,20
6161,ARSON,2020-12-02,1
1949,ASSAULT,2020-12-02,35
740,BATTERY,2020-12-02,81
3840,BURGLARY,2020-12-02,14
1437,CRIMINAL DAMAGE,2020-12-02,48
4194,CRIMINAL TRESPASS,2020-12-02,9
812,DECEPTIVE PRACTICE,2020-12-02,76
7249,HOMICIDE,2020-12-02,1
2496,MOTOR VEHICLE THEFT,2020-12-02,27
3558,NARCOTICS,2020-12-02,17
4383,OFFENSE INVOLVING CHILDREN,2020-12-02,7
2507,OTHER OFFENSE,2020-12-02,27
6683,PUBLIC PEACE VIOLATION,2020-12-02,1
3226,ROBBERY,2020-12-02,20
4956,SEX OFFENSE,2020-12-02,4
383,THEFT,2020-12-02,108
2804,WEAPONS VIOLATION,2020-12-02,24
6164,ARSON,2020-12-03,1
1876,ASSAULT,2020-12-03,37
1172,BATTERY,2020-12-03,58
4031,BURGLARY,2020-12-03,11
1485,CRIMINAL DAMAGE,2020-12-03,46
6096,CRIMINAL SEXUAL ASSAULT,2020-12-03,2
5331,CRIMINAL TRESPASS,2020-12-03,3
1035,DECEPTIVE PRACTICE,2020-12-03,64
5958,HOMICIDE,2020-12-03,2
5185,INTERFERENCE WITH PUBLIC OFFICER,2020-12-03,3
2106,MOTOR VEHICLE THEFT,2020-12-03,32
2719,NARCOTICS,2020-12-03,25
4555,OFFENSE INVOLVING CHILDREN,2020-12-03,6
2990,OTHER OFFENSE,2020-12-03,22
6684,PUBLIC PEACE VIOLATION,2020-12-03,1
3552,ROBBERY,2020-12-03,17
5154,SEX OFFENSE,2020-12-03,3
460,THEFT,2020-12-03,102
2550,WEAPONS VIOLATION,2020-12-03,27
6163,ARSON,2020-12-04,1
1879,ASSAULT,2020-12-04,37
599,BATTERY,2020-12-04,91
3487,BURGLARY,2020-12-04,17
1317,CRIMINAL DAMAGE,2020-12-04,52
5486,CRIMINAL SEXUAL ASSAULT,2020-12-04,3
4499,CRIMINAL TRESPASS,2020-12-04,6
552,DECEPTIVE PRACTICE,2020-12-04,94
5563,INTERFERENCE WITH PUBLIC OFFICER,2020-12-04,2
6427,KIDNAPPING,2020-12-04,1
1714,MOTOR VEHICLE THEFT,2020-12-04,40
3909,NARCOTICS,2020-12-04,13
3992,OFFENSE INVOLVING CHILDREN,2020-12-04,12
1950,OTHER OFFENSE,2020-12-04,35
6685,PUBLIC PEACE VIOLATION,2020-12-04,1
3790,ROBBERY,2020-12-04,14
4954,SEX OFFENSE,2020-12-04,4
290,THEFT,2020-12-04,115
2207,WEAPONS VIOLATION,2020-12-04,31
6160,ARSON,2020-12-05,1
1361,ASSAULT,2020-12-05,50
301,BATTERY,2020-12-05,115
3193,BURGLARY,2020-12-05,20
1154,CRIMINAL DAMAGE,2020-12-05,58
4492,CRIMINAL SEXUAL ASSAULT,2020-12-05,6
3890,CRIMINAL TRESPASS,2020-12-05,13
1373,DECEPTIVE PRACTICE,2020-12-05,50
5957,HOMICIDE,2020-12-05,2
7107,INTERFERENCE WITH PUBLIC OFFICER,2020-12-05,1
1832,MOTOR VEHICLE THEFT,2020-12-05,37
3153,NARCOTICS,2020-12-05,21
6302,OBSCENITY,2020-12-05,1
4722,OFFENSE INVOLVING CHILDREN,2020-12-05,5
2522,OTHER OFFENSE,2020-12-05,27
5653,PUBLIC PEACE VIOLATION,2020-12-05,2
3933,ROBBERY,2020-12-05,13
6570,SEX OFFENSE,2020-12-05,1
438,THEFT,2020-12-05,104
2903,WEAPONS VIOLATION,2020-12-05,23
6218,ARSON,2020-12-06,1
1514,ASSAULT,2020-12-06,46
534,BATTERY,2020-12-06,96
3486,BURGLARY,2020-12-06,17
1100,CRIMINAL DAMAGE,2020-12-06,60
5469,CRIMINAL SEXUAL ASSAULT,2020-12-06,3
3771,CRIMINAL TRESPASS,2020-12-06,14
817,DECEPTIVE PRACTICE,2020-12-06,76
5029,HOMICIDE,2020-12-06,4
5043,INTERFERENCE WITH PUBLIC OFFICER,2020-12-06,4
2385,MOTOR VEHICLE THEFT,2020-12-06,29
2994,NARCOTICS,2020-12-06,22
4557,OFFENSE INVOLVING CHILDREN,2020-12-06,6
1915,OTHER OFFENSE,2020-12-06,36
6686,PUBLIC PEACE VIOLATION,2020-12-06,1
3104,ROBBERY,2020-12-06,21
6571,SEX OFFENSE,2020-12-06,1
645,THEFT,2020-12-06,87
2137,WEAPONS VIOLATION,2020-12-06,32
1505,ASSAULT,2020-12-07,46
821,BATTERY,2020-12-07,76
3340,BURGLARY,2020-12-07,19
1039,CRIMINAL DAMAGE,2020-12-07,64
4032,CRIMINAL TRESPASS,2020-12-07,11
628,DECEPTIVE PRACTICE,2020-12-07,89
5947,HOMICIDE,2020-12-07,2
3056,MOTOR VEHICLE THEFT,2020-12-07,21
3568,NARCOTICS,2020-12-07,17
6301,OBSCENITY,2020-12-07,1
6299,OFFENSE INVOLVING CHILDREN,2020-12-07,1
1866,OTHER OFFENSE,2020-12-07,37
5634,PUBLIC PEACE VIOLATION,2020-12-07,2
3292,ROBBERY,2020-12-07,19
410,THEFT,2020-12-07,106
2197,WEAPONS VIOLATION,2020-12-07,31
6217,ARSON,2020-12-08,1
1672,ASSAULT,2020-12-08,41
893,BATTERY,2020-12-08,71
3847,BURGLARY,2020-12-08,14
1045,CRIMINAL DAMAGE,2020-12-08,63
6803,CRIMINAL SEXUAL ASSAULT,2020-12-08,1
4008,CRIMINAL TRESPASS,2020-12-08,12
466,DECEPTIVE PRACTICE,2020-12-08,102
5368,HOMICIDE,2020-12-08,3
1901,MOTOR VEHICLE THEFT,2020-12-08,36
4096,NARCOTICS,2020-12-08,10
4018,OFFENSE INVOLVING CHILDREN,2020-12-08,11
2556,OTHER OFFENSE,2020-12-08,27
3222,ROBBERY,2020-12-08,20
6572,SEX OFFENSE,2020-12-08,1
431,THEFT,2020-12-08,104
2888,WEAPONS VIOLATION,2020-12-08,23
4928,ARSON,2020-12-09,4
1713,ASSAULT,2020-12-09,40
658,BATTERY,2020-12-09,86
3991,BURGLARY,2020-12-09,12
1342,CRIMINAL DAMAGE,2020-12-09,51
4206,CRIMINAL TRESPASS,2020-12-09,9
761,DECEPTIVE PRACTICE,2020-12-09,80
7250,HOMICIDE,2020-12-09,1
5560,INTERFERENCE WITH PUBLIC OFFICER,2020-12-09,2
2386,MOTOR VEHICLE THEFT,2020-12-09,29
2993,NARCOTICS,2020-12-09,22
5462,OFFENSE INVOLVING CHILDREN,2020-12-09,3
2588,OTHER OFFENSE,2020-12-09,26
6687,PUBLIC PEACE VIOLATION,2020-12-09,1
4048,ROBBERY,2020-12-09,11
422,THEFT,2020-12-09,105
2877,WEAPONS VIOLATION,2020-12-09,23
5299,ARSON,2020-12-10,3
1295,ASSAULT,2020-12-10,53
886,BATTERY,2020-12-10,72
4088,BURGLARY,2020-12-10,10
1173,CRIMINAL DAMAGE,2020-12-10,58
4190,CRIMINAL TRESPASS,2020-12-10,9
450,DECEPTIVE PRACTICE,2020-12-10,103
7251,HOMICIDE,2020-12-10,1
2587,MOTOR VEHICLE THEFT,2020-12-10,26
2763,NARCOTICS,2020-12-10,24
4828,OFFENSE INVOLVING CHILDREN,2020-12-10,4
1865,OTHER OFFENSE,2020-12-10,37
5505,PUBLIC PEACE VIOLATION,2020-12-10,3
3289,ROBBERY,2020-12-10,19
6573,SEX OFFENSE,2020-12-10,1
6615,STALKING,2020-12-10,1
426,THEFT,2020-12-10,105
2140,WEAPONS VIOLATION,2020-12-10,32
2028,ASSAULT,2020-12-11,34
801,BATTERY,2020-12-11,77
3485,BURGLARY,2020-12-11,17
7052,CONCEALED CARRY LICENSE VIOLATION,2020-12-11,1
1236,CRIMINAL DAMAGE,2020-12-11,55
6804,CRIMINAL SEXUAL ASSAULT,2020-12-11,1
4269,CRIMINAL TRESPASS,2020-12-11,8
690,DECEPTIVE PRACTICE,2020-12-11,84
7252,HOMICIDE,2020-12-11,1
7108,INTERFERENCE WITH PUBLIC OFFICER,2020-12-11,1
6428,KIDNAPPING,2020-12-11,1
3058,MOTOR VEHICLE THEFT,2020-12-11,21
3662,NARCOTICS,2020-12-11,15
4826,OFFENSE INVOLVING CHILDREN,2020-12-11,4
2889,OTHER OFFENSE,2020-12-11,23
6688,PUBLIC PEACE VIOLATION,2020-12-11,1
2680,ROBBERY,2020-12-11,25
5155,SEX OFFENSE,2020-12-11,3
6616,STALKING,2020-12-11,1
515,THEFT,2020-12-11,97
3836,WEAPONS VIOLATION,2020-12-11,14
1663,ASSAULT,2020-12-12,41
441,BATTERY,2020-12-12,104
3482,BURGLARY,2020-12-12,17
1308,CRIMINAL DAMAGE,2020-12-12,52
6116,CRIMINAL SEXUAL ASSAULT,2020-12-12,2
4263,CRIMINAL TRESPASS,2020-12-12,8
1262,DECEPTIVE PRACTICE,2020-12-12,54
6493,LIQUOR LAW VIOLATION,2020-12-12,1
2442,MOTOR VEHICLE THEFT,2020-12-12,28
3838,NARCOTICS,2020-12-12,14
5547,OFFENSE INVOLVING CHILDREN,2020-12-12,2
2391,OTHER OFFENSE,2020-12-12,29
2377,ROBBERY,2020-12-12,29
6574,SEX OFFENSE,2020-12-12,1
805,THEFT,2020-12-12,77
2692,WEAPONS VIOLATION,2020-12-12,25
1853,ASSAULT,2020-12-13,37
396,BATTERY,2020-12-13,107
2825,BURGLARY,2020-12-13,24
1131,CRIMINAL DAMAGE,2020-12-13,59
5477,CRIMINAL SEXUAL ASSAULT,2020-12-13,3
4477,CRIMINAL TRESPASS,2020-12-13,6
824,DECEPTIVE PRACTICE,2020-12-13,75
5370,HOMICIDE,2020-12-13,3
5186,INTERFERENCE WITH PUBLIC OFFICER,2020-12-13,3
7154,INTIMIDATION,2020-12-13,1
2023,MOTOR VEHICLE THEFT,2020-12-13,34
3327,NARCOTICS,2020-12-13,19
4825,OFFENSE INVOLVING CHILDREN,2020-12-13,4
2443,OTHER OFFENSE,2020-12-13,28
2794,ROBBERY,2020-12-13,24
5619,SEX OFFENSE,2020-12-13,2
764,THEFT,2020-12-13,80
2266,WEAPONS VIOLATION,2020-12-13,30
4934,ARSON,2020-12-14,4
1330,ASSAULT,2020-12-14,52
669,BATTERY,2020-12-14,85
3086,BURGLARY,2020-12-14,21
1602,CRIMINAL DAMAGE,2020-12-14,43
4026,CRIMINAL TRESPASS,2020-12-14,11
386,DECEPTIVE PRACTICE,2020-12-14,108
5554,INTERFERENCE WITH PUBLIC OFFICER,2020-12-14,2
7155,INTIMIDATION,2020-12-14,1
6429,KIDNAPPING,2020-12-14,1
1899,MOTOR VEHICLE THEFT,2020-12-14,36
3573,NARCOTICS,2020-12-14,17
4823,OFFENSE INVOLVING CHILDREN,2020-12-14,4
2694,OTHER OFFENSE,2020-12-14,25
4382,ROBBERY,2020-12-14,7
